Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,1000,405,380,169,170,996.1746899462997,181,180
3600,3600,7199.9,1000,405,392,194,195,11610.549298774024,1028,199
3600,7200,10799.9,1000,405,393,0,175,22393.57373026529,1859,0
3600,10800,14399.9,1000,405,392,178,179,33008.75635604747,2645,185
3600,14400,17999.9,1000,405,397,0,189,43077.99168879983,3389,0
3600,18000,21599.9,1000,405,394,0,188,54127.452388578226,4148,0
3600,21600,25199.9,1000,405,398,0,189,64252.904884841,4963,0
3600,25200,28799.9,1000,405,393,171,172,75629.45414826114,5677,177
3600,28800,32399.9,1000,405,385,190,191,87723.1955540212,6416,196
3600,32400,35999.9,1000,405,403,166,167,94269.91788388146,7226,170
3600,0,3599.9,1100,405,380,144,145,1992.3493798926029,328,146
3600,3600,7199.9,1100,405,392,160,161,12598.623587406364,1190,161
3600,7200,10799.9,1100,405,393,149,150,23350.540497278165,2011,151
3600,10800,14399.9,1100,405,392,146,147,33972.73243057745,2792,146
3600,14400,17999.9,1100,405,397,0,144,44044.60125233985,3534,0
3600,18000,21599.9,1100,405,394,153,154,55109.21272713763,4302,153
3600,21600,25199.9,1100,405,398,148,149,65203.41787263708,5112,148
3600,25200,28799.9,1100,405,393,3,139,76562.47614488078,5818,4
3600,28800,32399.9,1100,405,385,152,153,88721.32116782971,6569,152
3600,32400,35999.9,1100,405,403,140,141,95199.35462269852,7366,139
3600,0,3599.9,1200,405,380,0,122,2988.5240698389002,450,0
3600,3600,7199.9,1200,405,392,128,129,13586.697876038705,1318,127
3600,7200,10799.9,1200,405,393,125,126,24307.507264291038,2139,127
3600,10800,14399.9,1200,405,392,120,121,34936.70850510743,2913,120
3600,14400,17999.9,1200,405,397,122,123,45011.21081587987,3656,121
3600,18000,21599.9,1200,405,394,126,127,56090.973065697035,4428,125
3600,21600,25199.9,1200,405,398,0,118,66153.93086043316,5230,0
3600,25200,28799.9,1200,405,393,113,114,77495.49814150043,5932,113
3600,28800,32399.9,1200,405,385,126,127,89719.44678163822,6696,126
3600,32400,35999.9,1200,405,403,105,106,96128.7913615156,7471,104
3600,0,3599.9,1300,405,380,97,98,3984.698759785203,547,96
3600,3600,7199.9,1300,405,392,0,103,14574.772164671045,1420,0
3600,7200,10799.9,1300,405,393,105,106,25264.47403130391,2244,104
3600,10800,14399.9,1300,405,392,88,89,35900.68457963742,3001,87
3600,14400,17999.9,1300,405,397,94,95,45977.82037941989,3750,93
3600,18000,21599.9,1300,405,394,99,100,57072.73340425644,4527,98
3600,21600,25199.9,1300,405,398,87,88,67104.44384822923,5317,86
3600,25200,28799.9,1300,405,393,0,92,78428.52013812009,6023,0
3600,28800,32399.9,1300,405,385,103,104,90717.57239544674,6799,102
3600,32400,35999.9,1300,405,403,78,79,97058.22810033266,7549,77
3600,0,3599.9,1400,405,380,0,82,4980.873449731506,628,0
3600,3600,7199.9,1400,405,392,0,82,15562.846453303386,1501,0
3600,7200,10799.9,1400,405,393,0,77,26221.440798316788,2320,0
3600,10800,14399.9,1400,405,392,64,65,36864.6606541674,3065,63
3600,14400,17999.9,1400,405,397,0,75,46944.42994295991,3824,0
3600,18000,21599.9,1400,405,394,84,85,58054.493742815845,4611,83
3600,21600,25199.9,1400,405,398,0,65,68054.9568360253,5381,0
3600,25200,28799.9,1400,405,393,64,65,79361.54213473974,6087,63
3600,28800,32399.9,1400,405,385,79,80,91715.69800925525,6878,78
3600,32400,35999.9,1400,405,403,53,54,97987.66483914974,7602,52
3600,0,3599.9,1500,405,380,66,67,5977.048139677817,694,65
3600,3600,7199.9,1500,405,392,59,60,16550.920741935726,1560,58
3600,7200,10799.9,1500,405,393,0,52,27178.40756532966,2371,0
3600,10800,14399.9,1500,405,392,47,48,37828.636728697384,3112,46
3600,14400,17999.9,1500,405,397,0,49,47911.03950649993,3872,0
3600,18000,21599.9,1500,405,394,63,64,59036.25408137526,4674,62
3600,21600,25199.9,1500,405,398,44,45,69005.46982382139,5425,43
3600,25200,28799.9,1500,405,393,46,47,80294.56413135938,6133,45
3600,28800,32399.9,1500,405,385,0,62,92713.82362306377,6939,0
3600,32400,35999.9,1500,405,403,38,39,98917.10157796681,7640,37
3600,0,3599.9,1600,405,380,0,48,6973.222829624116,741,0
3600,3600,7199.9,1600,405,392,44,45,17538.99503056807,1604,43
3600,7200,10799.9,1600,405,393,34,35,28135.374332342533,2405,33
3600,10800,14399.9,1600,405,392,32,33,38792.61280322736,3144,31
3600,14400,17999.9,1600,405,397,36,37,48877.64907003995,3908,35
3600,18000,21599.9,1600,405,394,43,44,60018.01441993466,4717,42
3600,21600,25199.9,1600,405,398,34,35,69955.98281161746,5459,33
3600,25200,28799.9,1600,405,393,34,35,81227.58612797903,6167,33
3600,28800,32399.9,1600,405,385,48,49,93711.94923687229,6987,47
3600,32400,35999.9,1600,405,403,30,31,99846.53831678389,7670,29
3600,0,3599.9,1700,405,380,35,36,7969.397519570415,776,34
3600,3600,7199.9,1700,405,392,31,32,18527.069319200407,1635,30
3600,7200,10799.9,1700,405,393,25,26,29092.341099355406,2430,24
3600,10800,14399.9,1700,405,392,0,23,39756.58887775735,3166,0
3600,14400,17999.9,1700,405,397,0,25,49844.25863357997,3932,0
3600,18000,21599.9,1700,405,394,0,35,60999.774758494066,4751,0
3600,21600,25199.9,1700,405,398,22,23,70906.49579941355,5481,21
3600,25200,28799.9,1700,405,393,21,22,82160.60812459869,6188,20
3600,28800,32399.9,1700,405,385,0,32,94710.0748506808,7018,0
3600,32400,35999.9,1700,405,403,16,17,100775.97505560095,7686,15
3600,0,3599.9,1800,405,380,25,26,8965.572209516715,801,24
3600,3600,7199.9,1800,405,392,24,25,19515.14360783275,1659,23
3600,7200,10799.9,1800,405,393,14,15,30049.307866368283,2444,13
3600,10800,14399.9,1800,405,392,0,15,40720.56495228733,3180,0
3600,14400,17999.9,1800,405,397,16,17,50810.86819711999,3948,15
3600,18000,21599.9,1800,405,394,14,15,61981.53509705347,4765,13
3600,21600,25199.9,1800,405,398,10,11,71857.00878720962,5491,9
3600,25200,28799.9,1800,405,393,0,16,83093.63012121833,6203,0
3600,28800,32399.9,1800,405,385,19,20,95708.20046448932,7037,18
3600,32400,35999.9,1800,405,403,10,11,101705.41179441803,7696,9
3600,0,3599.9,1900,405,380,0,16,9961.746899463013,816,0
3600,3600,7199.9,1900,405,392,0,15,20503.21789646509,1673,0
3600,7200,10799.9,1900,405,393,9,10,31006.274633381156,2453,8
3600,10800,14399.9,1900,405,392,9,10,41684.541026817315,3189,8
3600,14400,17999.9,1900,405,397,8,9,51777.47776066001,3956,7
3600,18000,21599.9,1900,405,394,0,8,62963.29543561288,4772,0
3600,21600,25199.9,1900,405,398,6,7,72807.52177500569,5497,5
3600,25200,28799.9,1900,405,393,9,10,84026.65211783798,6212,8
3600,28800,32399.9,1900,405,385,0,12,96706.32607829783,7048,0
3600,32400,35999.9,1900,405,403,0,8,102634.8485332351,7703,0
3600,0,3599.9,2000,405,380,12,13,10957.921589409312,828,11
3600,3600,7199.9,2000,405,392,0,7,21491.29218509745,1679,0
3600,7200,10799.9,2000,405,393,6,7,31963.24140039403,2459,5
3600,10800,14399.9,2000,405,392,0,9,42648.517101347294,3197,0
3600,14400,17999.9,2000,405,397,0,5,52744.08732420003,3960,0
3600,18000,21599.9,2000,405,394,1,2,63945.05577417229,4773,0
3600,21600,25199.9,2000,405,398,0,3,73758.03476280178,5499,0
3600,25200,28799.9,2000,405,393,7,8,84959.67411445762,6219,6
3600,28800,32399.9,2000,405,385,7,8,97704.45169210635,7055,6
3600,32400,35999.9,2000,405,403,5,6,103564.28527205218,7708,4
