Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,1000,209,199,14,89,1010.4975002139416,95,16
3600,3600,7199.9,1000,209,201,42,83,949.1716863793902,89,43
3600,7200,10799.9,1000,209,211,58,108,999.2479373317802,111,59
3600,10800,14399.9,1000,209,199,17,91,968.3386230526946,93,17
3600,14400,17999.9,1000,209,208,84,89,930.8868551765134,94,88
3600,18000,21599.9,1000,209,203,42,93,943.5876973048913,94,43
3600,21600,25199.9,1000,209,203,63,86,929.1569326655722,90,67
3600,25200,28799.9,1000,209,201,87,99,1003.0863711823772,103,90
3600,28800,32399.9,1000,209,205,45,96,962.8417121276327,98,45
3600,32400,35999.9,1000,209,202,49,101,991.3859090412377,103,50
3600,0,3599.9,1100,209,199,12,78,1010.4975002139416,81,14
3600,3600,7199.9,1100,209,201,34,68,949.1716863793902,68,34
3600,7200,10799.9,1100,209,211,44,87,999.2479373317802,89,45
3600,10800,14399.9,1100,209,199,14,76,968.3386230526946,76,14
3600,14400,17999.9,1100,209,208,71,75,930.8868551765134,77,73
3600,18000,21599.9,1100,209,203,34,77,943.5876973048913,78,35
3600,21600,25199.9,1100,209,203,55,77,929.1569326655722,77,55
3600,25200,28799.9,1100,209,201,68,76,1003.0863711823772,78,70
3600,28800,32399.9,1100,209,205,35,76,962.8417121276327,76,35
3600,32400,35999.9,1100,209,202,34,72,991.3859090412377,74,35
3600,0,3599.9,1200,209,199,10,67,1010.4975002139416,68,10
3600,3600,7199.9,1200,209,201,28,57,949.1716863793902,57,28
3600,7200,10799.9,1200,209,211,39,71,999.2479373317802,71,39
3600,10800,14399.9,1200,209,199,12,59,968.3386230526946,59,12
3600,14400,17999.9,1200,209,208,60,63,930.8868551765134,65,62
3600,18000,21599.9,1200,209,203,29,61,943.5876973048913,62,30
3600,21600,25199.9,1200,209,203,40,57,929.1569326655722,57,40
3600,25200,28799.9,1200,209,201,59,67,1003.0863711823772,68,60
3600,28800,32399.9,1200,209,205,30,66,962.8417121276327,66,30
3600,32400,35999.9,1200,209,202,30,64,991.3859090412377,64,30
3600,0,3599.9,1300,209,199,8,55,1010.4975002139416,55,8
3600,3600,7199.9,1300,209,201,19,44,949.1716863793902,44,19
3600,7200,10799.9,1300,209,211,33,59,999.2479373317802,59,33
3600,10800,14399.9,1300,209,199,11,45,968.3386230526946,45,11
3600,14400,17999.9,1300,209,208,48,51,930.8868551765134,51,48
3600,18000,21599.9,1300,209,203,24,50,943.5876973048913,50,24
3600,21600,25199.9,1300,209,203,32,44,929.1569326655722,44,32
3600,25200,28799.9,1300,209,201,42,48,1003.0863711823772,48,42
3600,28800,32399.9,1300,209,205,24,53,962.8417121276327,53,24
3600,32400,35999.9,1300,209,202,21,45,991.3859090412377,45,21
3600,0,3599.9,1400,209,199,7,44,1010.4975002139416,44,7
3600,3600,7199.9,1400,209,201,18,40,949.1716863793902,40,18
3600,7200,10799.9,1400,209,211,27,49,999.2479373317802,49,27
3600,10800,14399.9,1400,209,199,9,37,968.3386230526946,37,9
3600,14400,17999.9,1400,209,208,32,35,930.8868551765134,35,32
3600,18000,21599.9,1400,209,203,18,37,943.5876973048913,37,18
3600,21600,25199.9,1400,209,203,22,27,929.1569326655722,27,22
3600,25200,28799.9,1400,209,201,36,42,1003.0863711823772,42,36
3600,28800,32399.9,1400,209,205,20,41,962.8417121276327,41,20
3600,32400,35999.9,1400,209,202,15,35,991.3859090412377,35,15
3600,0,3599.9,1500,209,199,6,36,1010.4975002139416,36,6
3600,3600,7199.9,1500,209,201,16,33,949.1716863793902,33,16
3600,7200,10799.9,1500,209,211,16,33,999.2479373317802,33,16
3600,10800,14399.9,1500,209,199,7,26,968.3386230526946,26,7
3600,14400,17999.9,1500,209,208,21,24,930.8868551765134,24,21
3600,18000,21599.9,1500,209,203,12,23,943.5876973048913,23,12
3600,21600,25199.9,1500,209,203,16,19,929.1569326655722,19,16
3600,25200,28799.9,1500,209,201,25,30,1003.0863711823772,30,25
3600,28800,32399.9,1500,209,205,14,27,962.8417121276327,27,14
3600,32400,35999.9,1500,209,202,10,26,991.3859090412377,26,10
3600,0,3599.9,1600,209,199,3,25,1010.4975002139416,25,3
3600,3600,7199.9,1600,209,201,13,26,949.1716863793902,26,13
3600,7200,10799.9,1600,209,211,12,25,999.2479373317802,25,12
3600,10800,14399.9,1600,209,199,5,19,968.3386230526946,19,5
3600,14400,17999.9,1600,209,208,13,15,930.8868551765134,15,13
3600,18000,21599.9,1600,209,203,8,16,943.5876973048913,16,8
3600,21600,25199.9,1600,209,203,11,13,929.1569326655722,13,11
3600,25200,28799.9,1600,209,201,16,21,1003.0863711823772,21,16
3600,28800,32399.9,1600,209,205,9,20,962.8417121276327,20,9
3600,32400,35999.9,1600,209,202,7,20,991.3859090412377,20,7
3600,0,3599.9,1700,209,199,3,19,1010.4975002139416,19,3
3600,3600,7199.9,1700,209,201,8,18,949.1716863793902,18,8
3600,7200,10799.9,1700,209,211,8,18,999.2479373317802,18,8
3600,10800,14399.9,1700,209,199,2,11,968.3386230526946,11,2
3600,14400,17999.9,1700,209,208,10,12,930.8868551765134,12,10
3600,18000,21599.9,1700,209,203,8,11,943.5876973048913,11,8
3600,21600,25199.9,1700,209,203,7,9,929.1569326655722,9,7
3600,25200,28799.9,1700,209,201,9,14,1003.0863711823772,14,9
3600,28800,32399.9,1700,209,205,7,15,962.8417121276327,15,7
3600,32400,35999.9,1700,209,202,4,15,991.3859090412377,15,4
3600,0,3599.9,1800,209,199,2,15,1010.4975002139416,15,2
3600,3600,7199.9,1800,209,201,2,11,949.1716863793902,11,2
3600,7200,10799.9,1800,209,211,5,15,999.2479373317802,15,5
3600,10800,14399.9,1800,209,199,1,9,968.3386230526946,9,1
3600,14400,17999.9,1800,209,208,4,6,930.8868551765134,6,4
3600,18000,21599.9,1800,209,203,4,7,943.5876973048913,7,4
3600,21600,25199.9,1800,209,203,6,7,929.1569326655722,7,6
3600,25200,28799.9,1800,209,201,5,8,1003.0863711823772,8,5
3600,28800,32399.9,1800,209,205,3,9,962.8417121276327,9,3
3600,32400,35999.9,1800,209,202,2,9,991.3859090412377,9,2
3600,0,3599.9,1900,209,199,2,9,1010.4975002139416,9,2
3600,3600,7199.9,1900,209,201,1,7,949.1716863793902,7,1
3600,7200,10799.9,1900,209,211,3,8,999.2479373317802,8,3
3600,10800,14399.9,1900,209,199,0,6,968.3386230526946,6,0
3600,14400,17999.9,1900,209,208,4,5,930.8868551765134,5,4
3600,18000,21599.9,1900,209,203,3,3,943.5876973048913,3,3
3600,21600,25199.9,1900,209,203,4,4,929.1569326655722,4,4
3600,25200,28799.9,1900,209,201,3,5,1003.0863711823772,5,3
3600,28800,32399.9,1900,209,205,1,5,962.8417121276327,5,1
3600,32400,35999.9,1900,209,202,1,5,991.3859090412377,5,1
3600,0,3599.9,2000,209,199,2,6,1010.4975002139416,6,2
3600,3600,7199.9,2000,209,201,1,6,949.1716863793902,6,1
3600,7200,10799.9,2000,209,211,1,3,999.2479373317802,3,1
3600,10800,14399.9,2000,209,199,0,2,968.3386230526946,2,0
3600,14400,17999.9,2000,209,208,4,5,930.8868551765134,5,4
3600,18000,21599.9,2000,209,203,1,1,943.5876973048913,1,1
3600,21600,25199.9,2000,209,203,4,4,929.1569326655722,4,4
3600,25200,28799.9,2000,209,201,3,4,1003.0863711823772,4,3
3600,28800,32399.9,2000,209,205,0,2,962.8417121276327,2,0
3600,32400,35999.9,2000,209,202,1,2,991.3859090412377,2,1
