Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,371,163,36000,393
3600,3600,7199.9,1000,382,191,36000,393
3600,7200,10799.9,1000,383,0,36000,393
3600,10800,14399.9,1000,380,178,36000,393
3600,14400,17999.9,1000,383,0,36000,393
3600,18000,21599.9,1000,381,0,36000,393
3600,21600,25199.9,1000,389,0,36000,393
3600,25200,28799.9,1000,380,169,36000,393
3600,28800,32399.9,1000,371,182,36000,393
3600,32400,35999.9,1000,382,164,36000,393
3600,0,3599.9,1500,371,62,36000,393
3600,3600,7199.9,1500,382,60,36000,393
3600,7200,10799.9,1500,383,49,36000,393
3600,10800,14399.9,1500,380,48,36000,393
3600,14400,17999.9,1500,383,0,36000,393
3600,18000,21599.9,1500,381,0,36000,393
3600,21600,25199.9,1500,389,44,36000,393
3600,25200,28799.9,1500,380,52,36000,393
3600,28800,32399.9,1500,371,0,36000,393
3600,32400,35999.9,1500,382,0,36000,393
3600,0,3599.9,2000,371,12,36000,393
3600,3600,7199.9,2000,382,6,36000,393
3600,7200,10799.9,2000,383,6,36000,393
3600,10800,14399.9,2000,380,7,36000,393
3600,14400,17999.9,2000,383,4,36000,393
3600,18000,21599.9,2000,381,0,36000,393
3600,21600,25199.9,2000,389,0,36000,393
3600,25200,28799.9,2000,380,8,36000,393
3600,28800,32399.9,2000,371,6,36000,393
3600,32400,35999.9,2000,382,0,36000,393
