Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,98,48,36000,107
3600,3600,7199.9,1000,101,44,36000,107
3600,7200,10799.9,1000,108,56,36000,107
3600,10800,14399.9,1000,105,52,36000,107
3600,14400,17999.9,1000,103,0,36000,107
3600,18000,21599.9,1000,103,41,36000,107
3600,21600,25199.9,1000,105,0,36000,107
3600,25200,28799.9,1000,104,45,36000,107
3600,28800,32399.9,1000,100,39,36000,107
3600,32400,35999.9,1000,106,51,36000,107
3600,0,3599.9,1500,98,13,36000,107
3600,3600,7199.9,1500,101,14,36000,107
3600,7200,10799.9,1500,108,22,36000,107
3600,10800,14399.9,1500,105,0,36000,107
3600,14400,17999.9,1500,103,20,36000,107
3600,18000,21599.9,1500,103,10,36000,107
3600,21600,25199.9,1500,105,0,36000,107
3600,25200,28799.9,1500,104,0,36000,107
3600,28800,32399.9,1500,100,10,36000,107
3600,32400,35999.9,1500,106,12,36000,107
3600,0,3599.9,2000,98,1,36000,107
3600,3600,7199.9,2000,101,0,36000,107
3600,7200,10799.9,2000,108,0,36000,107
3600,10800,14399.9,2000,105,2,36000,107
3600,14400,17999.9,2000,103,2,36000,107
3600,18000,21599.9,2000,103,1,36000,107
3600,21600,25199.9,2000,105,0,36000,107
3600,25200,28799.9,2000,104,2,36000,107
3600,28800,32399.9,2000,100,1,36000,107
3600,32400,35999.9,2000,106,2,36000,107
