Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,379,0,36000,402
3600,3600,7199.9,1000,392,191,36000,402
3600,7200,10799.9,1000,393,173,36000,402
3600,10800,14399.9,1000,386,8,36000,402
3600,14400,17999.9,1000,390,0,36000,402
3600,18000,21599.9,1000,391,0,36000,402
3600,21600,25199.9,1000,394,0,36000,402
3600,25200,28799.9,1000,384,165,36000,402
3600,28800,32399.9,1000,380,197,36000,402
3600,32400,35999.9,1000,398,0,36000,402
3600,0,3599.9,1500,379,64,36000,402
3600,3600,7199.9,1500,392,58,36000,402
3600,7200,10799.9,1500,393,52,36000,402
3600,10800,14399.9,1500,386,47,36000,402
3600,14400,17999.9,1500,390,50,36000,402
3600,18000,21599.9,1500,391,62,36000,402
3600,21600,25199.9,1500,394,45,36000,402
3600,25200,28799.9,1500,384,46,36000,402
3600,28800,32399.9,1500,380,62,36000,402
3600,32400,35999.9,1500,398,41,36000,402
3600,0,3599.9,2000,379,12,36000,402
3600,3600,7199.9,2000,392,0,36000,402
3600,7200,10799.9,2000,393,6,36000,402
3600,10800,14399.9,2000,386,8,36000,402
3600,14400,17999.9,2000,390,4,36000,402
3600,18000,21599.9,2000,391,2,36000,402
3600,21600,25199.9,2000,394,2,36000,402
3600,25200,28799.9,2000,384,7,36000,402
3600,28800,32399.9,2000,380,6,36000,402
3600,32400,35999.9,2000,398,5,36000,402
