Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,1000,91,84,15,43,1025.7955487543902,44,15
3600,3600,7199.9,1000,91,88,30,35,935.1789709038962,37,32
3600,7200,10799.9,1000,91,88,23,41,1007.0671693600591,43,25
3600,10800,14399.9,1000,91,90,12,51,1077.8093191562589,52,12
3600,14400,17999.9,1000,91,90,24,43,1025.385217140089,47,26
3600,18000,21599.9,1000,91,90,18,41,965.1298161615046,41,18
3600,21600,25199.9,1000,91,86,14,33,889.4560664807658,33,14
3600,25200,28799.9,1000,91,89,20,46,1029.9389164473143,47,20
3600,28800,32399.9,1000,91,88,4,40,1016.9499575299899,42,4
3600,32400,35999.9,1000,91,89,25,33,847.8411516974472,34,25
3600,0,3599.9,1100,91,84,13,37,1025.7955487543902,37,13
3600,3600,7199.9,1100,91,88,26,31,935.1789709038962,31,26
3600,7200,10799.9,1100,91,88,19,35,1007.0671693600591,36,20
3600,10800,14399.9,1100,91,90,11,45,1077.8093191562589,46,11
3600,14400,17999.9,1100,91,90,22,37,1025.385217140089,37,22
3600,18000,21599.9,1100,91,90,12,32,965.1298161615046,32,12
3600,21600,25199.9,1100,91,86,11,27,889.4560664807658,27,11
3600,25200,28799.9,1100,91,89,17,42,1029.9389164473143,42,17
3600,28800,32399.9,1100,91,88,2,32,1016.9499575299899,32,2
3600,32400,35999.9,1100,91,89,24,30,847.8411516974472,30,24
3600,0,3599.9,1200,91,84,12,30,1025.7955487543902,30,12
3600,3600,7199.9,1200,91,88,22,26,935.1789709038962,26,22
3600,7200,10799.9,1200,91,88,16,28,1007.0671693600591,28,16
3600,10800,14399.9,1200,91,90,10,38,1077.8093191562589,39,10
3600,14400,17999.9,1200,91,90,21,31,1025.385217140089,31,21
3600,18000,21599.9,1200,91,90,10,28,965.1298161615046,28,10
3600,21600,25199.9,1200,91,86,11,25,889.4560664807658,25,11
3600,25200,28799.9,1200,91,89,16,34,1029.9389164473143,34,16
3600,28800,32399.9,1200,91,88,1,28,1016.9499575299899,28,1
3600,32400,35999.9,1200,91,89,18,21,847.8411516974472,21,18
3600,0,3599.9,1300,91,84,9,20,1025.7955487543902,20,9
3600,3600,7199.9,1300,91,88,18,20,935.1789709038962,20,18
3600,7200,10799.9,1300,91,88,14,24,1007.0671693600591,24,14
3600,10800,14399.9,1300,91,90,9,35,1077.8093191562589,35,9
3600,14400,17999.9,1300,91,90,19,27,1025.385217140089,27,19
3600,18000,21599.9,1300,91,90,8,19,965.1298161615046,19,8
3600,21600,25199.9,1300,91,86,10,21,889.4560664807658,21,10
3600,25200,28799.9,1300,91,89,11,28,1029.9389164473143,28,11
3600,28800,32399.9,1300,91,88,1,21,1016.9499575299899,21,1
3600,32400,35999.9,1300,91,89,11,14,847.8411516974472,14,11
3600,0,3599.9,1400,91,84,6,14,1025.7955487543902,14,6
3600,3600,7199.9,1400,91,88,12,14,935.1789709038962,14,12
3600,7200,10799.9,1400,91,88,12,19,1007.0671693600591,19,12
3600,10800,14399.9,1400,91,90,9,29,1077.8093191562589,29,9
3600,14400,17999.9,1400,91,90,15,23,1025.385217140089,23,15
3600,18000,21599.9,1400,91,90,6,16,965.1298161615046,16,6
3600,21600,25199.9,1400,91,86,7,16,889.4560664807658,16,7
3600,25200,28799.9,1400,91,89,10,25,1029.9389164473143,25,10
3600,28800,32399.9,1400,91,88,1,16,1016.9499575299899,16,1
3600,32400,35999.9,1400,91,89,7,10,847.8411516974472,10,7
3600,0,3599.9,1500,91,84,4,11,1025.7955487543902,11,4
3600,3600,7199.9,1500,91,88,12,13,935.1789709038962,13,12
3600,7200,10799.9,1500,91,88,9,13,1007.0671693600591,13,9
3600,10800,14399.9,1500,91,90,5,17,1077.8093191562589,17,5
3600,14400,17999.9,1500,91,90,11,16,1025.385217140089,16,11
3600,18000,21599.9,1500,91,90,4,12,965.1298161615046,12,4
3600,21600,25199.9,1500,91,86,4,9,889.4560664807658,9,4
3600,25200,28799.9,1500,91,89,6,14,1029.9389164473143,14,6
3600,28800,32399.9,1500,91,88,0,12,1016.9499575299899,12,0
3600,32400,35999.9,1500,91,89,6,9,847.8411516974472,9,6
3600,0,3599.9,1600,91,84,1,4,1025.7955487543902,4,1
3600,3600,7199.9,1600,91,88,8,8,935.1789709038962,8,8
3600,7200,10799.9,1600,91,88,6,7,1007.0671693600591,7,6
3600,10800,14399.9,1600,91,90,3,14,1077.8093191562589,14,3
3600,14400,17999.9,1600,91,90,7,11,1025.385217140089,11,7
3600,18000,21599.9,1600,91,90,3,8,965.1298161615046,8,3
3600,21600,25199.9,1600,91,86,2,4,889.4560664807658,4,2
3600,25200,28799.9,1600,91,89,5,9,1029.9389164473143,9,5
3600,28800,32399.9,1600,91,88,0,10,1016.9499575299899,10,0
3600,32400,35999.9,1600,91,89,4,7,847.8411516974472,7,4
3600,0,3599.9,1700,91,84,1,4,1025.7955487543902,4,1
3600,3600,7199.9,1700,91,88,7,7,935.1789709038962,7,7
3600,7200,10799.9,1700,91,88,5,6,1007.0671693600591,6,5
3600,10800,14399.9,1700,91,90,2,7,1077.8093191562589,7,2
3600,14400,17999.9,1700,91,90,5,9,1025.385217140089,9,5
3600,18000,21599.9,1700,91,90,1,5,965.1298161615046,5,1
3600,21600,25199.9,1700,91,86,2,3,889.4560664807658,3,2
3600,25200,28799.9,1700,91,89,5,8,1029.9389164473143,8,5
3600,28800,32399.9,1700,91,88,0,8,1016.9499575299899,8,0
3600,32400,35999.9,1700,91,89,2,5,847.8411516974472,5,2
3600,0,3599.9,1800,91,84,1,3,1025.7955487543902,3,1
3600,3600,7199.9,1800,91,88,4,4,935.1789709038962,4,4
3600,7200,10799.9,1800,91,88,4,5,1007.0671693600591,5,4
3600,10800,14399.9,1800,91,90,2,3,1077.8093191562589,3,2
3600,14400,17999.9,1800,91,90,2,6,1025.385217140089,6,2
3600,18000,21599.9,1800,91,90,1,3,965.1298161615046,3,1
3600,21600,25199.9,1800,91,86,2,2,889.4560664807658,2,2
3600,25200,28799.9,1800,91,89,1,3,1029.9389164473143,3,1
3600,28800,32399.9,1800,91,88,0,5,1016.9499575299899,5,0
3600,32400,35999.9,1800,91,89,1,2,847.8411516974472,2,1
3600,0,3599.9,1900,91,84,1,3,1025.7955487543902,3,1
3600,3600,7199.9,1900,91,88,2,2,935.1789709038962,2,2
3600,7200,10799.9,1900,91,88,2,2,1007.0671693600591,2,2
3600,10800,14399.9,1900,91,90,1,2,1077.8093191562589,2,1
3600,14400,17999.9,1900,91,90,2,4,1025.385217140089,4,2
3600,18000,21599.9,1900,91,90,0,0,965.1298161615046,0,0
3600,21600,25199.9,1900,91,86,0,0,889.4560664807658,0,0
3600,25200,28799.9,1900,91,89,1,2,1029.9389164473143,2,1
3600,28800,32399.9,1900,91,88,0,4,1016.9499575299899,4,0
3600,32400,35999.9,1900,91,89,1,2,847.8411516974472,2,1
3600,0,3599.9,2000,91,84,0,1,1025.7955487543902,1,0
3600,3600,7199.9,2000,91,88,2,2,935.1789709038962,2,2
3600,7200,10799.9,2000,91,88,2,2,1007.0671693600591,2,2
3600,10800,14399.9,2000,91,90,0,1,1077.8093191562589,1,0
3600,14400,17999.9,2000,91,90,2,4,1025.385217140089,4,2
3600,18000,21599.9,2000,91,90,0,0,965.1298161615046,0,0
3600,21600,25199.9,2000,91,86,0,0,889.4560664807658,0,0
3600,25200,28799.9,2000,91,89,0,1,1029.9389164473143,1,0
3600,28800,32399.9,2000,91,88,0,2,1016.9499575299899,2,0
3600,32400,35999.9,2000,91,89,0,1,847.8411516974472,1,0
