Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,277,0,36000,291
3600,3600,7199.9,1000,283,0,36000,291
3600,7200,10799.9,1000,279,133,36000,291
3600,10800,14399.9,1000,285,125,36000,291
3600,14400,17999.9,1000,283,126,36000,291
3600,18000,21599.9,1000,284,136,36000,291
3600,21600,25199.9,1000,282,134,36000,291
3600,25200,28799.9,1000,286,138,36000,291
3600,28800,32399.9,1000,287,128,36000,291
3600,32400,35999.9,1000,293,130,36000,291
3600,0,3599.9,1500,277,47,36000,291
3600,3600,7199.9,1500,283,47,36000,291
3600,7200,10799.9,1500,279,0,36000,291
3600,10800,14399.9,1500,285,37,36000,291
3600,14400,17999.9,1500,283,26,36000,291
3600,18000,21599.9,1500,284,0,36000,291
3600,21600,25199.9,1500,282,0,36000,291
3600,25200,28799.9,1500,286,45,36000,291
3600,28800,32399.9,1500,287,35,36000,291
3600,32400,35999.9,1500,293,31,36000,291
3600,0,3599.9,2000,277,9,36000,291
3600,3600,7199.9,2000,283,6,36000,291
3600,7200,10799.9,2000,279,2,36000,291
3600,10800,14399.9,2000,285,4,36000,291
3600,14400,17999.9,2000,283,0,36000,291
3600,18000,21599.9,2000,284,0,36000,291
3600,21600,25199.9,2000,282,2,36000,291
3600,25200,28799.9,2000,286,1,36000,291
3600,28800,32399.9,2000,287,1,36000,291
3600,32400,35999.9,2000,293,4,36000,291
