Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,289,0,36000,306
3600,3600,7199.9,1000,297,147,36000,306
3600,7200,10799.9,1000,294,133,36000,306
3600,10800,14399.9,1000,297,134,36000,306
3600,14400,17999.9,1000,295,131,36000,306
3600,18000,21599.9,1000,298,143,36000,306
3600,21600,25199.9,1000,295,145,36000,306
3600,25200,28799.9,1000,301,136,36000,306
3600,28800,32399.9,1000,302,1,36000,306
3600,32400,35999.9,1000,298,123,36000,306
3600,0,3599.9,1500,289,47,36000,306
3600,3600,7199.9,1500,297,53,36000,306
3600,7200,10799.9,1500,294,0,36000,306
3600,10800,14399.9,1500,297,39,36000,306
3600,14400,17999.9,1500,295,32,36000,306
3600,18000,21599.9,1500,298,40,36000,306
3600,21600,25199.9,1500,295,43,36000,306
3600,25200,28799.9,1500,301,46,36000,306
3600,28800,32399.9,1500,302,0,36000,306
3600,32400,35999.9,1500,298,33,36000,306
3600,0,3599.9,2000,289,9,36000,306
3600,3600,7199.9,2000,297,0,36000,306
3600,7200,10799.9,2000,294,0,36000,306
3600,10800,14399.9,2000,297,0,36000,306
3600,14400,17999.9,2000,295,6,36000,306
3600,18000,21599.9,2000,298,5,36000,306
3600,21600,25199.9,2000,295,0,36000,306
3600,25200,28799.9,2000,301,0,36000,306
3600,28800,32399.9,2000,302,1,36000,306
3600,32400,35999.9,2000,298,6,36000,306
