Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,381,0,36000,406
3600,3600,7199.9,1000,393,194,36000,406
3600,7200,10799.9,1000,395,175,36000,406
3600,10800,14399.9,1000,392,0,36000,406
3600,14400,17999.9,1000,394,191,36000,406
3600,18000,21599.9,1000,396,189,36000,406
3600,21600,25199.9,1000,400,187,36000,406
3600,25200,28799.9,1000,393,6,36000,406
3600,28800,32399.9,1000,385,191,36000,406
3600,32400,35999.9,1000,404,0,36000,406
3600,0,3599.9,1500,381,0,36000,406
3600,3600,7199.9,1500,393,57,36000,406
3600,7200,10799.9,1500,395,51,36000,406
3600,10800,14399.9,1500,392,47,36000,406
3600,14400,17999.9,1500,394,0,36000,406
3600,18000,21599.9,1500,396,62,36000,406
3600,21600,25199.9,1500,400,0,36000,406
3600,25200,28799.9,1500,393,46,36000,406
3600,28800,32399.9,1500,385,62,36000,406
3600,32400,35999.9,1500,404,0,36000,406
3600,0,3599.9,2000,381,12,36000,406
3600,3600,7199.9,2000,393,6,36000,406
3600,7200,10799.9,2000,395,6,36000,406
3600,10800,14399.9,2000,392,0,36000,406
3600,14400,17999.9,2000,394,3,36000,406
3600,18000,21599.9,2000,396,1,36000,406
3600,21600,25199.9,2000,400,0,36000,406
3600,25200,28799.9,2000,393,6,36000,406
3600,28800,32399.9,2000,385,0,36000,406
3600,32400,35999.9,2000,404,6,36000,406
