Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,180,83,36000,193
3600,3600,7199.9,1000,188,98,36000,193
3600,7200,10799.9,1000,189,84,36000,193
3600,10800,14399.9,1000,188,0,36000,193
3600,14400,17999.9,1000,188,75,36000,193
3600,18000,21599.9,1000,193,0,36000,193
3600,21600,25199.9,1000,186,94,36000,193
3600,25200,28799.9,1000,192,82,36000,193
3600,28800,32399.9,1000,185,3,36000,193
3600,32400,35999.9,1000,182,74,36000,193
3600,0,3599.9,1500,180,26,36000,193
3600,3600,7199.9,1500,188,0,36000,193
3600,7200,10799.9,1500,189,28,36000,193
3600,10800,14399.9,1500,188,25,36000,193
3600,14400,17999.9,1500,188,25,36000,193
3600,18000,21599.9,1500,193,0,36000,193
3600,21600,25199.9,1500,186,29,36000,193
3600,25200,28799.9,1500,192,23,36000,193
3600,28800,32399.9,1500,185,27,36000,193
3600,32400,35999.9,1500,182,14,36000,193
3600,0,3599.9,2000,180,3,36000,193
3600,3600,7199.9,2000,188,4,36000,193
3600,7200,10799.9,2000,189,2,36000,193
3600,10800,14399.9,2000,188,2,36000,193
3600,14400,17999.9,2000,188,0,36000,193
3600,18000,21599.9,2000,193,0,36000,193
3600,21600,25199.9,2000,186,0,36000,193
3600,25200,28799.9,2000,192,0,36000,193
3600,28800,32399.9,2000,185,0,36000,193
3600,32400,35999.9,2000,182,1,36000,193
