Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,469,0,36000,496
3600,3600,7199.9,1000,481,0,36000,496
3600,7200,10799.9,1000,480,215,36000,496
3600,10800,14399.9,1000,483,0,36000,496
3600,14400,17999.9,1000,482,0,36000,496
3600,18000,21599.9,1000,518,219,36000,496
3600,21600,25199.9,1000,469,221,36000,496
3600,25200,28799.9,1000,480,208,36000,496
3600,28800,32399.9,1000,510,0,36000,496
3600,32400,35999.9,1000,497,231,36000,496
3600,0,3599.9,1500,469,76,36000,496
3600,3600,7199.9,1500,481,0,36000,496
3600,7200,10799.9,1500,480,54,36000,496
3600,10800,14399.9,1500,483,66,36000,496
3600,14400,17999.9,1500,482,67,36000,496
3600,18000,21599.9,1500,518,0,36000,496
3600,21600,25199.9,1500,469,0,36000,496
3600,25200,28799.9,1500,480,53,36000,496
3600,28800,32399.9,1500,510,0,36000,496
3600,32400,35999.9,1500,497,0,36000,496
3600,0,3599.9,2000,469,13,36000,496
3600,3600,7199.9,2000,481,8,36000,496
3600,7200,10799.9,2000,480,6,36000,496
3600,10800,14399.9,2000,483,6,36000,496
3600,14400,17999.9,2000,482,0,36000,496
3600,18000,21599.9,2000,518,6,36000,496
3600,21600,25199.9,2000,469,8,36000,496
3600,25200,28799.9,2000,480,7,36000,496
3600,28800,32399.9,2000,510,9,36000,496
3600,32400,35999.9,2000,497,0,36000,496
