Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,284,0,36000,298
3600,3600,7199.9,1000,287,135,36000,298
3600,7200,10799.9,1000,294,0,36000,298
3600,10800,14399.9,1000,290,129,36000,298
3600,14400,17999.9,1000,288,128,36000,298
3600,18000,21599.9,1000,289,0,36000,298
3600,21600,25199.9,1000,289,142,36000,298
3600,25200,28799.9,1000,289,0,36000,298
3600,28800,32399.9,1000,293,0,36000,298
3600,32400,35999.9,1000,290,132,36000,298
3600,0,3599.9,1500,284,47,36000,298
3600,3600,7199.9,1500,287,51,36000,298
3600,7200,10799.9,1500,294,0,36000,298
3600,10800,14399.9,1500,290,37,36000,298
3600,14400,17999.9,1500,288,30,36000,298
3600,18000,21599.9,1500,289,41,36000,298
3600,21600,25199.9,1500,289,37,36000,298
3600,25200,28799.9,1500,289,0,36000,298
3600,28800,32399.9,1500,293,34,36000,298
3600,32400,35999.9,1500,290,36,36000,298
3600,0,3599.9,2000,284,9,36000,298
3600,3600,7199.9,2000,287,0,36000,298
3600,7200,10799.9,2000,294,0,36000,298
3600,10800,14399.9,2000,290,0,36000,298
3600,14400,17999.9,2000,288,6,36000,298
3600,18000,21599.9,2000,289,5,36000,298
3600,21600,25199.9,2000,289,2,36000,298
3600,25200,28799.9,2000,289,1,36000,298
3600,28800,32399.9,2000,293,0,36000,298
3600,32400,35999.9,2000,290,5,36000,298
