Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,83,42,36000,90
3600,3600,7199.9,1000,86,35,36000,90
3600,7200,10799.9,1000,87,44,36000,90
3600,10800,14399.9,1000,91,48,36000,90
3600,14400,17999.9,1000,87,0,36000,90
3600,18000,21599.9,1000,88,41,36000,90
3600,21600,25199.9,1000,85,33,36000,90
3600,25200,28799.9,1000,86,0,36000,90
3600,28800,32399.9,1000,92,0,36000,90
3600,32400,35999.9,1000,85,33,36000,90
3600,0,3599.9,1500,83,0,36000,90
3600,3600,7199.9,1500,86,12,36000,90
3600,7200,10799.9,1500,87,13,36000,90
3600,10800,14399.9,1500,91,0,36000,90
3600,14400,17999.9,1500,87,0,36000,90
3600,18000,21599.9,1500,88,13,36000,90
3600,21600,25199.9,1500,85,7,36000,90
3600,25200,28799.9,1500,86,18,36000,90
3600,28800,32399.9,1500,92,11,36000,90
3600,32400,35999.9,1500,85,10,36000,90
3600,0,3599.9,2000,83,1,36000,90
3600,3600,7199.9,2000,86,0,36000,90
3600,7200,10799.9,2000,87,2,36000,90
3600,10800,14399.9,2000,91,1,36000,90
3600,14400,17999.9,2000,87,0,36000,90
3600,18000,21599.9,2000,88,0,36000,90
3600,21600,25199.9,2000,85,0,36000,90
3600,25200,28799.9,2000,86,0,36000,90
3600,28800,32399.9,2000,92,0,36000,90
3600,32400,35999.9,2000,85,1,36000,90
