Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,97,0,36000,105
3600,3600,7199.9,1000,100,42,36000,105
3600,7200,10799.9,1000,105,55,36000,105
3600,10800,14399.9,1000,103,52,36000,105
3600,14400,17999.9,1000,100,50,36000,105
3600,18000,21599.9,1000,103,40,36000,105
3600,21600,25199.9,1000,102,54,36000,105
3600,25200,28799.9,1000,104,43,36000,105
3600,28800,32399.9,1000,100,41,36000,105
3600,32400,35999.9,1000,103,46,36000,105
3600,0,3599.9,1500,97,0,36000,105
3600,3600,7199.9,1500,100,14,36000,105
3600,7200,10799.9,1500,105,0,36000,105
3600,10800,14399.9,1500,103,17,36000,105
3600,14400,17999.9,1500,100,18,36000,105
3600,18000,21599.9,1500,103,8,36000,105
3600,21600,25199.9,1500,102,18,36000,105
3600,25200,28799.9,1500,104,12,36000,105
3600,28800,32399.9,1500,100,0,36000,105
3600,32400,35999.9,1500,103,12,36000,105
3600,0,3599.9,2000,97,1,36000,105
3600,3600,7199.9,2000,100,2,36000,105
3600,7200,10799.9,2000,105,0,36000,105
3600,10800,14399.9,2000,103,2,36000,105
3600,14400,17999.9,2000,100,2,36000,105
3600,18000,21599.9,2000,103,0,36000,105
3600,21600,25199.9,2000,102,2,36000,105
3600,25200,28799.9,2000,104,2,36000,105
3600,28800,32399.9,2000,100,1,36000,105
3600,32400,35999.9,2000,103,1,36000,105
