Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,181,3,36000,194
3600,3600,7199.9,1000,190,98,36000,194
3600,7200,10799.9,1000,190,85,36000,194
3600,10800,14399.9,1000,189,90,36000,194
3600,14400,17999.9,1000,188,74,36000,194
3600,18000,21599.9,1000,190,0,36000,194
3600,21600,25199.9,1000,186,0,36000,194
3600,25200,28799.9,1000,193,0,36000,194
3600,28800,32399.9,1000,185,88,36000,194
3600,32400,35999.9,1000,183,75,36000,194
3600,0,3599.9,1500,181,26,36000,194
3600,3600,7199.9,1500,190,0,36000,194
3600,7200,10799.9,1500,190,26,36000,194
3600,10800,14399.9,1500,189,25,36000,194
3600,14400,17999.9,1500,188,25,36000,194
3600,18000,21599.9,1500,190,21,36000,194
3600,21600,25199.9,1500,186,29,36000,194
3600,25200,28799.9,1500,193,0,36000,194
3600,28800,32399.9,1500,185,26,36000,194
3600,32400,35999.9,1500,183,15,36000,194
3600,0,3599.9,2000,181,3,36000,194
3600,3600,7199.9,2000,190,4,36000,194
3600,7200,10799.9,2000,190,2,36000,194
3600,10800,14399.9,2000,189,2,36000,194
3600,14400,17999.9,2000,188,0,36000,194
3600,18000,21599.9,2000,190,2,36000,194
3600,21600,25199.9,2000,186,0,36000,194
3600,25200,28799.9,2000,193,0,36000,194
3600,28800,32399.9,2000,185,0,36000,194
3600,32400,35999.9,2000,183,2,36000,194
