Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,379,0,36000,403
3600,3600,7199.9,1000,392,193,36000,403
3600,7200,10799.9,1000,394,0,36000,403
3600,10800,14399.9,1000,389,180,36000,403
3600,14400,17999.9,1000,394,191,36000,403
3600,18000,21599.9,1000,394,185,36000,403
3600,21600,25199.9,1000,393,0,36000,403
3600,25200,28799.9,1000,387,167,36000,403
3600,28800,32399.9,1000,381,0,36000,403
3600,32400,35999.9,1000,395,167,36000,403
3600,0,3599.9,1500,379,65,36000,403
3600,3600,7199.9,1500,392,58,36000,403
3600,7200,10799.9,1500,394,52,36000,403
3600,10800,14399.9,1500,389,46,36000,403
3600,14400,17999.9,1500,394,49,36000,403
3600,18000,21599.9,1500,394,63,36000,403
3600,21600,25199.9,1500,393,45,36000,403
3600,25200,28799.9,1500,387,0,36000,403
3600,28800,32399.9,1500,381,61,36000,403
3600,32400,35999.9,1500,395,0,36000,403
3600,0,3599.9,2000,379,12,36000,403
3600,3600,7199.9,2000,392,0,36000,403
3600,7200,10799.9,2000,394,6,36000,403
3600,10800,14399.9,2000,389,8,36000,403
3600,14400,17999.9,2000,394,4,36000,403
3600,18000,21599.9,2000,394,2,36000,403
3600,21600,25199.9,2000,393,0,36000,403
3600,25200,28799.9,2000,387,7,36000,403
3600,28800,32399.9,2000,381,6,36000,403
3600,32400,35999.9,2000,395,5,36000,403
