Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,287,9,36000,304
3600,3600,7199.9,1000,294,0,36000,304
3600,7200,10799.9,1000,293,0,36000,304
3600,10800,14399.9,1000,295,4,36000,304
3600,14400,17999.9,1000,295,131,36000,304
3600,18000,21599.9,1000,295,0,36000,304
3600,21600,25199.9,1000,294,3,36000,304
3600,25200,28799.9,1000,298,0,36000,304
3600,28800,32399.9,1000,302,142,36000,304
3600,32400,35999.9,1000,292,0,36000,304
3600,0,3599.9,1500,287,47,36000,304
3600,3600,7199.9,1500,294,53,36000,304
3600,7200,10799.9,1500,293,37,36000,304
3600,10800,14399.9,1500,295,38,36000,304
3600,14400,17999.9,1500,295,31,36000,304
3600,18000,21599.9,1500,295,0,36000,304
3600,21600,25199.9,1500,294,41,36000,304
3600,25200,28799.9,1500,298,45,36000,304
3600,28800,32399.9,1500,302,32,36000,304
3600,32400,35999.9,1500,292,0,36000,304
3600,0,3599.9,2000,287,9,36000,304
3600,3600,7199.9,2000,294,0,36000,304
3600,7200,10799.9,2000,293,4,36000,304
3600,10800,14399.9,2000,295,0,36000,304
3600,14400,17999.9,2000,295,6,36000,304
3600,18000,21599.9,2000,295,5,36000,304
3600,21600,25199.9,2000,294,3,36000,304
3600,25200,28799.9,2000,298,0,36000,304
3600,28800,32399.9,2000,302,1,36000,304
3600,32400,35999.9,2000,292,6,36000,304
