Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,10000,20,20,20,20,10000,48,48
3600,3600,7199.9,10000,20,20,20,20,10000,52,52
3600,7200,10799.9,10000,20,20,20,20,10000,60,60
3600,10800,14399.9,10000,20,20,19,20,10000,61,57
3600,14400,17999.9,10000,20,20,19,19,10000,31,31
3600,18000,21599.9,10000,20,20,20,20,10000,59,59
3600,21600,25199.9,10000,20,20,20,20,10000,60,60
3600,25200,28799.9,10000,20,20,20,20,10000,54,54
3600,28800,32399.9,10000,20,20,20,20,10000,57,57
3600,32400,35999.9,10000,20,20,20,20,10000,60,60
