Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,193,3,36000,208
3600,3600,7199.9,1000,206,105,36000,208
3600,7200,10799.9,1000,201,0,36000,208
3600,10800,14399.9,1000,202,96,36000,208
3600,14400,17999.9,1000,202,0,36000,208
3600,18000,21599.9,1000,202,98,36000,208
3600,21600,25199.9,1000,200,91,36000,208
3600,25200,28799.9,1000,201,90,36000,208
3600,28800,32399.9,1000,200,91,36000,208
3600,32400,35999.9,1000,201,90,36000,208
3600,0,3599.9,1500,193,27,36000,208
3600,3600,7199.9,1500,206,35,36000,208
3600,7200,10799.9,1500,201,28,36000,208
3600,10800,14399.9,1500,202,30,36000,208
3600,14400,17999.9,1500,202,0,36000,208
3600,18000,21599.9,1500,202,28,36000,208
3600,21600,25199.9,1500,200,26,36000,208
3600,25200,28799.9,1500,201,28,36000,208
3600,28800,32399.9,1500,200,0,36000,208
3600,32400,35999.9,1500,201,21,36000,208
3600,0,3599.9,2000,193,0,36000,208
3600,3600,7199.9,2000,206,5,36000,208
3600,7200,10799.9,2000,201,0,36000,208
3600,10800,14399.9,2000,202,0,36000,208
3600,14400,17999.9,2000,202,0,36000,208
3600,18000,21599.9,2000,202,0,36000,208
3600,21600,25199.9,2000,200,2,36000,208
3600,25200,28799.9,2000,201,3,36000,208
3600,28800,32399.9,2000,200,0,36000,208
3600,32400,35999.9,2000,201,4,36000,208
