Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,292,0,36000,309
3600,3600,7199.9,1000,302,0,36000,309
3600,7200,10799.9,1000,296,132,36000,309
3600,10800,14399.9,1000,301,0,36000,309
3600,14400,17999.9,1000,300,136,36000,309
3600,18000,21599.9,1000,301,139,36000,309
3600,21600,25199.9,1000,298,152,36000,309
3600,25200,28799.9,1000,303,141,36000,309
3600,28800,32399.9,1000,304,140,36000,309
3600,32400,35999.9,1000,302,132,36000,309
3600,0,3599.9,1500,292,48,36000,309
3600,3600,7199.9,1500,302,0,36000,309
3600,7200,10799.9,1500,296,0,36000,309
3600,10800,14399.9,1500,301,37,36000,309
3600,14400,17999.9,1500,300,34,36000,309
3600,18000,21599.9,1500,301,37,36000,309
3600,21600,25199.9,1500,298,0,36000,309
3600,25200,28799.9,1500,303,0,36000,309
3600,28800,32399.9,1500,304,32,36000,309
3600,32400,35999.9,1500,302,38,36000,309
3600,0,3599.9,2000,292,9,36000,309
3600,3600,7199.9,2000,302,0,36000,309
3600,7200,10799.9,2000,296,4,36000,309
3600,10800,14399.9,2000,301,3,36000,309
3600,14400,17999.9,2000,300,6,36000,309
3600,18000,21599.9,2000,301,0,36000,309
3600,21600,25199.9,2000,298,3,36000,309
3600,25200,28799.9,2000,303,0,36000,309
3600,28800,32399.9,2000,304,0,36000,309
3600,32400,35999.9,2000,302,7,36000,309
