Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,95,0,36000,102
3600,3600,7199.9,1000,96,0,36000,102
3600,7200,10799.9,1000,101,0,36000,102
3600,10800,14399.9,1000,99,56,36000,102
3600,14400,17999.9,1000,98,0,36000,102
3600,18000,21599.9,1000,101,37,36000,102
3600,21600,25199.9,1000,100,51,36000,102
3600,25200,28799.9,1000,100,2,36000,102
3600,28800,32399.9,1000,99,36,36000,102
3600,32400,35999.9,1000,99,43,36000,102
3600,0,3599.9,1500,95,12,36000,102
3600,3600,7199.9,1500,96,14,36000,102
3600,7200,10799.9,1500,101,15,36000,102
3600,10800,14399.9,1500,99,18,36000,102
3600,14400,17999.9,1500,98,16,36000,102
3600,18000,21599.9,1500,101,11,36000,102
3600,21600,25199.9,1500,100,0,36000,102
3600,25200,28799.9,1500,100,15,36000,102
3600,28800,32399.9,1500,99,10,36000,102
3600,32400,35999.9,1500,99,14,36000,102
3600,0,3599.9,2000,95,1,36000,102
3600,3600,7199.9,2000,96,2,36000,102
3600,7200,10799.9,2000,101,3,36000,102
3600,10800,14399.9,2000,99,0,36000,102
3600,14400,17999.9,2000,98,0,36000,102
3600,18000,21599.9,2000,101,0,36000,102
3600,21600,25199.9,2000,100,2,36000,102
3600,25200,28799.9,2000,100,2,36000,102
3600,28800,32399.9,2000,99,0,36000,102
3600,32400,35999.9,2000,99,0,36000,102
