Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,380,169,36000,405
3600,3600,7199.9,1000,392,194,36000,405
3600,7200,10799.9,1000,393,0,36000,405
3600,10800,14399.9,1000,392,178,36000,405
3600,14400,17999.9,1000,397,0,36000,405
3600,18000,21599.9,1000,394,0,36000,405
3600,21600,25199.9,1000,398,0,36000,405
3600,25200,28799.9,1000,393,171,36000,405
3600,28800,32399.9,1000,385,190,36000,405
3600,32400,35999.9,1000,403,166,36000,405
3600,0,3599.9,1500,380,66,36000,405
3600,3600,7199.9,1500,392,59,36000,405
3600,7200,10799.9,1500,393,0,36000,405
3600,10800,14399.9,1500,392,47,36000,405
3600,14400,17999.9,1500,397,0,36000,405
3600,18000,21599.9,1500,394,63,36000,405
3600,21600,25199.9,1500,398,44,36000,405
3600,25200,28799.9,1500,393,46,36000,405
3600,28800,32399.9,1500,385,0,36000,405
3600,32400,35999.9,1500,403,38,36000,405
3600,0,3599.9,2000,380,12,36000,405
3600,3600,7199.9,2000,392,0,36000,405
3600,7200,10799.9,2000,393,6,36000,405
3600,10800,14399.9,2000,392,0,36000,405
3600,14400,17999.9,2000,397,0,36000,405
3600,18000,21599.9,2000,394,1,36000,405
3600,21600,25199.9,2000,398,0,36000,405
3600,25200,28799.9,2000,393,7,36000,405
3600,28800,32399.9,2000,385,7,36000,405
3600,32400,35999.9,2000,403,5,36000,405
