Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,286,130,36000,303
3600,3600,7199.9,1000,293,0,36000,303
3600,7200,10799.9,1000,291,133,36000,303
3600,10800,14399.9,1000,293,130,36000,303
3600,14400,17999.9,1000,295,0,36000,303
3600,18000,21599.9,1000,294,142,36000,303
3600,21600,25199.9,1000,295,145,36000,303
3600,25200,28799.9,1000,299,137,36000,303
3600,28800,32399.9,1000,300,141,36000,303
3600,32400,35999.9,1000,291,124,36000,303
3600,0,3599.9,1500,286,47,36000,303
3600,3600,7199.9,1500,293,53,36000,303
3600,7200,10799.9,1500,291,37,36000,303
3600,10800,14399.9,1500,293,0,36000,303
3600,14400,17999.9,1500,295,32,36000,303
3600,18000,21599.9,1500,294,39,36000,303
3600,21600,25199.9,1500,295,39,36000,303
3600,25200,28799.9,1500,299,47,36000,303
3600,28800,32399.9,1500,300,32,36000,303
3600,32400,35999.9,1500,291,34,36000,303
3600,0,3599.9,2000,286,0,36000,303
3600,3600,7199.9,2000,293,7,36000,303
3600,7200,10799.9,2000,291,4,36000,303
3600,10800,14399.9,2000,293,4,36000,303
3600,14400,17999.9,2000,295,6,36000,303
3600,18000,21599.9,2000,294,5,36000,303
3600,21600,25199.9,2000,295,0,36000,303
3600,25200,28799.9,2000,299,0,36000,303
3600,28800,32399.9,2000,300,0,36000,303
3600,32400,35999.9,2000,291,5,36000,303
