Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,378,186,36000,400
3600,3600,7199.9,1000,391,0,36000,400
3600,7200,10799.9,1000,399,170,36000,400
3600,10800,14399.9,1000,388,173,36000,400
3600,14400,17999.9,1000,385,168,36000,400
3600,18000,21599.9,1000,386,177,36000,400
3600,21600,25199.9,1000,383,173,36000,400
3600,25200,28799.9,1000,386,0,36000,400
3600,28800,32399.9,1000,394,0,36000,400
3600,32400,35999.9,1000,391,0,36000,400
7200,0,7199.9,1000,759,0,36000,400
7200,7200,14399.9,1000,777,347,36000,400
7200,14400,21599.9,1000,761,348,36000,400
7200,21600,28799.9,1000,761,343,36000,400
7200,28800,35999.9,1000,776,0,36000,400
10800,0,10799.9,1000,1138,541,36000,400
10800,10800,21599.9,1000,1139,0,36000,400
10800,21600,32399.9,1000,1143,531,36000,400
10800,32400,35999.9,1000,391,0,36000,400
14400,0,14399.9,1000,1516,0,36000,400
14400,14400,28799.9,1000,1512,0,36000,400
14400,28800,35999.9,1000,776,0,36000,400
3600,0,3599.9,1500,378,0,36000,400
3600,3600,7199.9,1500,391,0,36000,400
3600,7200,10799.9,1500,399,48,36000,400
3600,10800,14399.9,1500,388,0,36000,400
3600,14400,17999.9,1500,385,36,36000,400
3600,18000,21599.9,1500,386,0,36000,400
3600,21600,25199.9,1500,383,53,36000,400
3600,25200,28799.9,1500,386,0,36000,400
3600,28800,32399.9,1500,394,55,36000,400
3600,32400,35999.9,1500,391,51,36000,400
7200,0,7199.9,1500,759,0,36000,400
7200,7200,14399.9,1500,777,100,36000,400
7200,14400,21599.9,1500,761,0,36000,400
7200,21600,28799.9,1500,761,0,36000,400
7200,28800,35999.9,1500,776,107,36000,400
10800,0,10799.9,1500,1138,167,36000,400
10800,10800,21599.9,1500,1139,141,36000,400
10800,21600,32399.9,1500,1143,0,36000,400
10800,32400,35999.9,1500,391,51,36000,400
14400,0,14399.9,1500,1516,0,36000,400
14400,14400,28799.9,1500,1512,0,36000,400
14400,28800,35999.9,1500,776,107,36000,400
3600,0,3599.9,2000,378,0,36000,400
3600,3600,7199.9,2000,391,4,36000,400
3600,7200,10799.9,2000,399,6,36000,400
3600,10800,14399.9,2000,388,4,36000,400
3600,14400,17999.9,2000,385,3,36000,400
3600,18000,21599.9,2000,386,0,36000,400
3600,21600,25199.9,2000,383,0,36000,400
3600,25200,28799.9,2000,386,0,36000,400
3600,28800,32399.9,2000,394,2,36000,400
3600,32400,35999.9,2000,391,7,36000,400
7200,0,7199.9,2000,759,12,36000,400
7200,7200,14399.9,2000,777,10,36000,400
7200,14400,21599.9,2000,761,7,36000,400
7200,21600,28799.9,2000,761,0,36000,400
7200,28800,35999.9,2000,776,9,36000,400
10800,0,10799.9,2000,1138,0,36000,400
10800,10800,21599.9,2000,1139,11,36000,400
10800,21600,32399.9,2000,1143,16,36000,400
10800,32400,35999.9,2000,391,7,36000,400
14400,0,14399.9,2000,1516,22,36000,400
14400,14400,28799.9,2000,1512,0,36000,400
14400,28800,35999.9,2000,776,9,36000,400
