Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,374,165,36000,396
3600,3600,7199.9,1000,384,192,36000,396
3600,7200,10799.9,1000,386,167,36000,396
3600,10800,14399.9,1000,384,0,36000,396
3600,14400,17999.9,1000,385,0,36000,396
3600,18000,21599.9,1000,385,182,36000,396
3600,21600,25199.9,1000,392,0,36000,396
3600,25200,28799.9,1000,384,168,36000,396
3600,28800,32399.9,1000,370,189,36000,396
3600,32400,35999.9,1000,392,163,36000,396
3600,0,3599.9,1500,374,62,36000,396
3600,3600,7199.9,1500,384,59,36000,396
3600,7200,10799.9,1500,386,48,36000,396
3600,10800,14399.9,1500,384,46,36000,396
3600,14400,17999.9,1500,385,50,36000,396
3600,18000,21599.9,1500,385,55,36000,396
3600,21600,25199.9,1500,392,43,36000,396
3600,25200,28799.9,1500,384,0,36000,396
3600,28800,32399.9,1500,370,59,36000,396
3600,32400,35999.9,1500,392,37,36000,396
3600,0,3599.9,2000,374,12,36000,396
3600,3600,7199.9,2000,384,6,36000,396
3600,7200,10799.9,2000,386,0,36000,396
3600,10800,14399.9,2000,384,8,36000,396
3600,14400,17999.9,2000,385,4,36000,396
3600,18000,21599.9,2000,385,2,36000,396
3600,21600,25199.9,2000,392,1,36000,396
3600,25200,28799.9,2000,384,7,36000,396
3600,28800,32399.9,2000,370,7,36000,396
3600,32400,35999.9,2000,392,5,36000,396
