Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,385,171,36000,410
3600,3600,7199.9,1000,398,198,36000,410
3600,7200,10799.9,1000,401,175,36000,410
3600,10800,14399.9,1000,394,0,36000,410
3600,14400,17999.9,1000,403,192,36000,410
3600,18000,21599.9,1000,404,0,36000,410
3600,21600,25199.9,1000,404,186,36000,410
3600,25200,28799.9,1000,391,186,36000,410
3600,28800,32399.9,1000,394,185,36000,410
3600,32400,35999.9,1000,406,0,36000,410
3600,0,3599.9,1500,385,0,36000,410
3600,3600,7199.9,1500,398,59,36000,410
3600,7200,10799.9,1500,401,50,36000,410
3600,10800,14399.9,1500,394,0,36000,410
3600,14400,17999.9,1500,403,52,36000,410
3600,18000,21599.9,1500,404,60,36000,410
3600,21600,25199.9,1500,404,47,36000,410
3600,25200,28799.9,1500,391,49,36000,410
3600,28800,32399.9,1500,394,59,36000,410
3600,32400,35999.9,1500,406,0,36000,410
3600,0,3599.9,2000,385,0,36000,410
3600,3600,7199.9,2000,398,6,36000,410
3600,7200,10799.9,2000,401,6,36000,410
3600,10800,14399.9,2000,394,8,36000,410
3600,14400,17999.9,2000,403,4,36000,410
3600,18000,21599.9,2000,404,1,36000,410
3600,21600,25199.9,2000,404,0,36000,410
3600,25200,28799.9,2000,391,7,36000,410
3600,28800,32399.9,2000,394,0,36000,410
3600,32400,35999.9,2000,406,7,36000,410
