Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,183,85,36000,196
3600,3600,7199.9,1000,192,100,36000,196
3600,7200,10799.9,1000,192,0,36000,196
3600,10800,14399.9,1000,190,93,36000,196
3600,14400,17999.9,1000,190,0,36000,196
3600,18000,21599.9,1000,191,0,36000,196
3600,21600,25199.9,1000,190,89,36000,196
3600,25200,28799.9,1000,191,0,36000,196
3600,28800,32399.9,1000,190,0,36000,196
3600,32400,35999.9,1000,187,0,36000,196
3600,0,3599.9,1500,183,26,36000,196
3600,3600,7199.9,1500,192,33,36000,196
3600,7200,10799.9,1500,192,26,36000,196
3600,10800,14399.9,1500,190,27,36000,196
3600,14400,17999.9,1500,190,0,36000,196
3600,18000,21599.9,1500,191,0,36000,196
3600,21600,25199.9,1500,190,28,36000,196
3600,25200,28799.9,1500,191,0,36000,196
3600,28800,32399.9,1500,190,26,36000,196
3600,32400,35999.9,1500,187,0,36000,196
3600,0,3599.9,2000,183,3,36000,196
3600,3600,7199.9,2000,192,5,36000,196
3600,7200,10799.9,2000,192,2,36000,196
3600,10800,14399.9,2000,190,2,36000,196
3600,14400,17999.9,2000,190,3,36000,196
3600,18000,21599.9,2000,191,0,36000,196
3600,21600,25199.9,2000,190,3,36000,196
3600,25200,28799.9,2000,191,0,36000,196
3600,28800,32399.9,2000,190,2,36000,196
3600,32400,35999.9,2000,187,2,36000,196
