Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,89,46,36000,96
3600,3600,7199.9,1000,91,38,36000,96
3600,7200,10799.9,1000,93,42,36000,96
3600,10800,14399.9,1000,94,56,36000,96
3600,14400,17999.9,1000,92,45,36000,96
3600,18000,21599.9,1000,94,0,36000,96
3600,21600,25199.9,1000,91,42,36000,96
3600,25200,28799.9,1000,96,0,36000,96
3600,28800,32399.9,1000,95,0,36000,96
3600,32400,35999.9,1000,89,0,36000,96
3600,0,3599.9,1500,89,12,36000,96
3600,3600,7199.9,1500,91,14,36000,96
3600,7200,10799.9,1500,93,0,36000,96
3600,10800,14399.9,1500,94,18,36000,96
3600,14400,17999.9,1500,92,16,36000,96
3600,18000,21599.9,1500,94,12,36000,96
3600,21600,25199.9,1500,91,13,36000,96
3600,25200,28799.9,1500,96,14,36000,96
3600,28800,32399.9,1500,95,15,36000,96
3600,32400,35999.9,1500,89,10,36000,96
3600,0,3599.9,2000,89,0,36000,96
3600,3600,7199.9,2000,91,2,36000,96
3600,7200,10799.9,2000,93,2,36000,96
3600,10800,14399.9,2000,94,2,36000,96
3600,14400,17999.9,2000,92,2,36000,96
3600,18000,21599.9,2000,94,0,36000,96
3600,21600,25199.9,2000,91,2,36000,96
3600,25200,28799.9,2000,96,0,36000,96
3600,28800,32399.9,2000,95,2,36000,96
3600,32400,35999.9,2000,89,0,36000,96
