Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,467,209,36000,494
3600,3600,7199.9,1000,478,232,36000,494
3600,7200,10799.9,1000,480,211,36000,494
3600,10800,14399.9,1000,480,233,36000,494
3600,14400,17999.9,1000,478,2,36000,494
3600,18000,21599.9,1000,486,216,36000,494
3600,21600,25199.9,1000,472,216,36000,494
3600,25200,28799.9,1000,481,7,36000,494
3600,28800,32399.9,1000,503,219,36000,494
3600,32400,35999.9,1000,501,0,36000,494
3600,0,3599.9,1500,467,0,36000,494
3600,3600,7199.9,1500,478,0,36000,494
3600,7200,10799.9,1500,480,52,36000,494
3600,10800,14399.9,1500,480,67,36000,494
3600,14400,17999.9,1500,478,0,36000,494
3600,18000,21599.9,1500,486,56,36000,494
3600,21600,25199.9,1500,472,0,36000,494
3600,25200,28799.9,1500,481,51,36000,494
3600,28800,32399.9,1500,503,50,36000,494
3600,32400,35999.9,1500,501,69,36000,494
3600,0,3599.9,2000,467,13,36000,494
3600,3600,7199.9,2000,478,8,36000,494
3600,7200,10799.9,2000,480,6,36000,494
3600,10800,14399.9,2000,480,6,36000,494
3600,14400,17999.9,2000,478,0,36000,494
3600,18000,21599.9,2000,486,6,36000,494
3600,21600,25199.9,2000,472,8,36000,494
3600,25200,28799.9,2000,481,0,36000,494
3600,28800,32399.9,2000,503,10,36000,494
3600,32400,35999.9,2000,501,0,36000,494
