Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,184,85,36000,197
3600,3600,7199.9,1000,192,0,36000,197
3600,7200,10799.9,1000,191,0,36000,197
3600,10800,14399.9,1000,191,96,36000,197
3600,14400,17999.9,1000,193,75,36000,197
3600,18000,21599.9,1000,194,0,36000,197
3600,21600,25199.9,1000,187,90,36000,197
3600,25200,28799.9,1000,193,0,36000,197
3600,28800,32399.9,1000,191,90,36000,197
3600,32400,35999.9,1000,189,0,36000,197
3600,0,3599.9,1500,184,26,36000,197
3600,3600,7199.9,1500,192,0,36000,197
3600,7200,10799.9,1500,191,26,36000,197
3600,10800,14399.9,1500,191,26,36000,197
3600,14400,17999.9,1500,193,24,36000,197
3600,18000,21599.9,1500,194,22,36000,197
3600,21600,25199.9,1500,187,27,36000,197
3600,25200,28799.9,1500,193,23,36000,197
3600,28800,32399.9,1500,191,25,36000,197
3600,32400,35999.9,1500,189,0,36000,197
3600,0,3599.9,2000,184,0,36000,197
3600,3600,7199.9,2000,192,5,36000,197
3600,7200,10799.9,2000,191,0,36000,197
3600,10800,14399.9,2000,191,0,36000,197
3600,14400,17999.9,2000,193,0,36000,197
3600,18000,21599.9,2000,194,2,36000,197
3600,21600,25199.9,2000,187,2,36000,197
3600,25200,28799.9,2000,193,0,36000,197
3600,28800,32399.9,2000,191,0,36000,197
3600,32400,35999.9,2000,189,2,36000,197
