Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,378,167,36000,401
3600,3600,7199.9,1000,390,192,36000,401
3600,7200,10799.9,1000,394,173,36000,401
3600,10800,14399.9,1000,389,183,36000,401
3600,14400,17999.9,1000,390,187,36000,401
3600,18000,21599.9,1000,391,185,36000,401
3600,21600,25199.9,1000,392,184,36000,401
3600,25200,28799.9,1000,391,0,36000,401
3600,28800,32399.9,1000,377,0,36000,401
3600,32400,35999.9,1000,396,166,36000,401
3600,0,3599.9,1500,378,0,36000,401
3600,3600,7199.9,1500,390,60,36000,401
3600,7200,10799.9,1500,394,52,36000,401
3600,10800,14399.9,1500,389,46,36000,401
3600,14400,17999.9,1500,390,50,36000,401
3600,18000,21599.9,1500,391,61,36000,401
3600,21600,25199.9,1500,392,0,36000,401
3600,25200,28799.9,1500,391,46,36000,401
3600,28800,32399.9,1500,377,63,36000,401
3600,32400,35999.9,1500,396,41,36000,401
3600,0,3599.9,2000,378,12,36000,401
3600,3600,7199.9,2000,390,0,36000,401
3600,7200,10799.9,2000,394,6,36000,401
3600,10800,14399.9,2000,389,8,36000,401
3600,14400,17999.9,2000,390,4,36000,401
3600,18000,21599.9,2000,391,2,36000,401
3600,21600,25199.9,2000,392,2,36000,401
3600,25200,28799.9,2000,391,7,36000,401
3600,28800,32399.9,2000,377,7,36000,401
3600,32400,35999.9,2000,396,0,36000,401
