Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,464,191,36000,491
3600,3600,7199.9,1000,505,0,36000,491
3600,7200,10799.9,1000,478,0,36000,491
3600,10800,14399.9,1000,515,223,36000,491
3600,14400,17999.9,1000,511,228,36000,491
3600,18000,21599.9,1000,483,217,36000,491
3600,21600,25199.9,1000,469,0,36000,491
3600,25200,28799.9,1000,491,213,36000,491
3600,28800,32399.9,1000,495,218,36000,491
3600,32400,35999.9,1000,497,0,36000,491
3600,0,3599.9,1500,464,74,36000,491
3600,3600,7199.9,1500,505,74,36000,491
3600,7200,10799.9,1500,478,50,36000,491
3600,10800,14399.9,1500,515,65,36000,491
3600,14400,17999.9,1500,511,70,36000,491
3600,18000,21599.9,1500,483,54,36000,491
3600,21600,25199.9,1500,469,62,36000,491
3600,25200,28799.9,1500,491,0,36000,491
3600,28800,32399.9,1500,495,53,36000,491
3600,32400,35999.9,1500,497,0,36000,491
3600,0,3599.9,2000,464,0,36000,491
3600,3600,7199.9,2000,505,0,36000,491
3600,7200,10799.9,2000,478,0,36000,491
3600,10800,14399.9,2000,515,6,36000,491
3600,14400,17999.9,2000,511,2,36000,491
3600,18000,21599.9,2000,483,6,36000,491
3600,21600,25199.9,2000,469,5,36000,491
3600,25200,28799.9,2000,491,6,36000,491
3600,28800,32399.9,2000,495,9,36000,491
3600,32400,35999.9,2000,497,0,36000,491
