Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,283,0,36000,300
3600,3600,7199.9,1000,294,4,36000,300
3600,7200,10799.9,1000,293,5,36000,300
3600,10800,14399.9,1000,292,0,36000,300
3600,14400,17999.9,1000,293,0,36000,300
3600,18000,21599.9,1000,291,124,36000,300
3600,21600,25199.9,1000,302,0,36000,300
3600,25200,28799.9,1000,287,130,36000,300
3600,28800,32399.9,1000,285,133,36000,300
3600,32400,35999.9,1000,292,128,36000,300
7200,0,7199.9,1000,567,272,36000,300
7200,7200,14399.9,1000,579,270,36000,300
7200,14400,21599.9,1000,574,260,36000,300
7200,21600,28799.9,1000,584,262,36000,300
7200,28800,35999.9,1000,566,262,36000,300
10800,0,10799.9,1000,852,0,36000,300
10800,10800,21599.9,1000,857,398,36000,300
10800,21600,32399.9,1000,863,395,36000,300
10800,32400,35999.9,1000,292,128,36000,300
14400,0,14399.9,1000,1138,543,36000,300
14400,14400,28799.9,1000,1138,0,36000,300
14400,28800,35999.9,1000,566,262,36000,300
3600,0,3599.9,1500,283,40,36000,300
3600,3600,7199.9,1500,294,46,36000,300
3600,7200,10799.9,1500,293,41,36000,300
3600,10800,14399.9,1500,292,39,36000,300
3600,14400,17999.9,1500,293,37,36000,300
3600,18000,21599.9,1500,291,33,36000,300
3600,21600,25199.9,1500,302,28,36000,300
3600,25200,28799.9,1500,287,40,36000,300
3600,28800,32399.9,1500,285,42,36000,300
3600,32400,35999.9,1500,292,39,36000,300
7200,0,7199.9,1500,567,87,36000,300
7200,7200,14399.9,1500,579,80,36000,300
7200,14400,21599.9,1500,574,72,36000,300
7200,21600,28799.9,1500,584,68,36000,300
7200,28800,35999.9,1500,566,83,36000,300
10800,0,10799.9,1500,852,128,36000,300
10800,10800,21599.9,1500,857,0,36000,300
10800,21600,32399.9,1500,863,0,36000,300
10800,32400,35999.9,1500,292,39,36000,300
14400,0,14399.9,1500,1138,167,36000,300
14400,14400,28799.9,1500,1138,0,36000,300
14400,28800,35999.9,1500,566,83,36000,300
3600,0,3599.9,2000,283,5,36000,300
3600,3600,7199.9,2000,294,0,36000,300
3600,7200,10799.9,2000,293,5,36000,300
3600,10800,14399.9,2000,292,0,36000,300
3600,14400,17999.9,2000,293,2,36000,300
3600,18000,21599.9,2000,291,3,36000,300
3600,21600,25199.9,2000,302,4,36000,300
3600,25200,28799.9,2000,287,2,36000,300
3600,28800,32399.9,2000,285,6,36000,300
3600,32400,35999.9,2000,292,0,36000,300
7200,0,7199.9,2000,567,10,36000,300
7200,7200,14399.9,2000,579,0,36000,300
7200,14400,21599.9,2000,574,0,36000,300
7200,21600,28799.9,2000,584,0,36000,300
7200,28800,35999.9,2000,566,12,36000,300
10800,0,10799.9,2000,852,15,36000,300
10800,10800,21599.9,2000,857,0,36000,300
10800,21600,32399.9,2000,863,12,36000,300
10800,32400,35999.9,2000,292,0,36000,300
14400,0,14399.9,2000,1138,19,36000,300
14400,14400,28799.9,2000,1138,0,36000,300
14400,28800,35999.9,2000,566,12,36000,300
