Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,30000,20,20,8,8,30000,8,8
3600,3600,7199.9,30000,20,20,0,12,30000,12,0
3600,7200,10799.9,30000,20,20,20,20,30000,20,20
3600,10800,14399.9,30000,20,20,20,20,30000,20,20
3600,14400,17999.9,30000,20,20,2,2,30000,2,2
3600,18000,21599.9,30000,20,20,19,19,30000,19,19
3600,21600,25199.9,30000,20,20,20,20,30000,20,20
3600,25200,28799.9,30000,20,20,14,14,30000,14,14
3600,28800,32399.9,30000,20,20,0,17,30000,17,0
3600,32400,35999.9,30000,20,20,20,20,30000,20,20
