Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,94,46,36000,101
3600,3600,7199.9,1000,94,42,36000,101
3600,7200,10799.9,1000,100,0,36000,101
3600,10800,14399.9,1000,99,55,36000,101
3600,14400,17999.9,1000,98,47,36000,101
3600,18000,21599.9,1000,99,36,36000,101
3600,21600,25199.9,1000,98,0,36000,101
3600,25200,28799.9,1000,102,0,36000,101
3600,28800,32399.9,1000,97,0,36000,101
3600,32400,35999.9,1000,98,42,36000,101
3600,0,3599.9,1500,94,12,36000,101
3600,3600,7199.9,1500,94,15,36000,101
3600,7200,10799.9,1500,100,14,36000,101
3600,10800,14399.9,1500,99,18,36000,101
3600,14400,17999.9,1500,98,16,36000,101
3600,18000,21599.9,1500,99,10,36000,101
3600,21600,25199.9,1500,98,17,36000,101
3600,25200,28799.9,1500,102,14,36000,101
3600,28800,32399.9,1500,97,12,36000,101
3600,32400,35999.9,1500,98,13,36000,101
3600,0,3599.9,2000,94,1,36000,101
3600,3600,7199.9,2000,94,2,36000,101
3600,7200,10799.9,2000,100,3,36000,101
3600,10800,14399.9,2000,99,0,36000,101
3600,14400,17999.9,2000,98,0,36000,101
3600,18000,21599.9,2000,99,0,36000,101
3600,21600,25199.9,2000,98,0,36000,101
3600,25200,28799.9,2000,102,0,36000,101
3600,28800,32399.9,2000,97,2,36000,101
3600,32400,35999.9,2000,98,0,36000,101
