Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,104,48,36000,109
3600,3600,7199.9,1000,107,3,36000,109
3600,7200,10799.9,1000,103,0,36000,109
3600,10800,14399.9,1000,101,0,36000,109
3600,14400,17999.9,1000,112,57,36000,109
3600,18000,21599.9,1000,104,59,36000,109
3600,21600,25199.9,1000,103,47,36000,109
3600,25200,28799.9,1000,105,44,36000,109
3600,28800,32399.9,1000,107,47,36000,109
3600,32400,35999.9,1000,107,48,36000,109
3600,0,3599.9,1500,104,18,36000,109
3600,3600,7199.9,1500,107,19,36000,109
3600,7200,10799.9,1500,103,20,36000,109
3600,10800,14399.9,1500,101,15,36000,109
3600,14400,17999.9,1500,112,18,36000,109
3600,18000,21599.9,1500,104,17,36000,109
3600,21600,25199.9,1500,103,0,36000,109
3600,25200,28799.9,1500,105,0,36000,109
3600,28800,32399.9,1500,107,0,36000,109
3600,32400,35999.9,1500,107,14,36000,109
3600,0,3599.9,2000,104,4,36000,109
3600,3600,7199.9,2000,107,3,36000,109
3600,7200,10799.9,2000,103,4,36000,109
3600,10800,14399.9,2000,101,0,36000,109
3600,14400,17999.9,2000,112,2,36000,109
3600,18000,21599.9,2000,104,0,36000,109
3600,21600,25199.9,2000,103,2,36000,109
3600,25200,28799.9,2000,105,0,36000,109
3600,28800,32399.9,2000,107,2,36000,109
3600,32400,35999.9,2000,107,1,36000,109
