Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,379,0,36000,404
3600,3600,7199.9,1000,392,0,36000,404
3600,7200,10799.9,1000,395,0,36000,404
3600,10800,14399.9,1000,390,0,36000,404
3600,14400,17999.9,1000,394,189,36000,404
3600,18000,21599.9,1000,390,0,36000,404
3600,21600,25199.9,1000,396,186,36000,404
3600,25200,28799.9,1000,390,171,36000,404
3600,28800,32399.9,1000,384,189,36000,404
3600,32400,35999.9,1000,400,165,36000,404
3600,0,3599.9,1500,379,66,36000,404
3600,3600,7199.9,1500,392,58,36000,404
3600,7200,10799.9,1500,395,52,36000,404
3600,10800,14399.9,1500,390,0,36000,404
3600,14400,17999.9,1500,394,0,36000,404
3600,18000,21599.9,1500,390,64,36000,404
3600,21600,25199.9,1500,396,45,36000,404
3600,25200,28799.9,1500,390,48,36000,404
3600,28800,32399.9,1500,384,0,36000,404
3600,32400,35999.9,1500,400,38,36000,404
3600,0,3599.9,2000,379,12,36000,404
3600,3600,7199.9,2000,392,0,36000,404
3600,7200,10799.9,2000,395,6,36000,404
3600,10800,14399.9,2000,390,8,36000,404
3600,14400,17999.9,2000,394,4,36000,404
3600,18000,21599.9,2000,390,0,36000,404
3600,21600,25199.9,2000,396,0,36000,404
3600,25200,28799.9,2000,390,7,36000,404
3600,28800,32399.9,2000,384,6,36000,404
3600,32400,35999.9,2000,400,5,36000,404
