Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
600,0,599.9,5685.3444516037,20,20,5,9,5685.3444516037,9,5
600,600,1199.9,5119.0374400818955,20,20,4,12,5119.0374400818955,13,5
600,1200,1799.9,2059.4703566260864,20,20,2,16,2059.4703566260864,33,4
600,1800,2399.9,5052.362149423374,20,20,3,17,5052.362149423374,17,3
600,2400,2999.9,5768.031333095096,20,20,10,18,5768.031333095096,18,10
600,3000,3599.9,5059.3354326405315,20,20,0,17,5059.3354326405315,17,0
600,3600,4199.9,4302.684779367785,20,20,14,18,4302.684779367785,24,20
600,4200,4799.9,6124.514640881634,20,20,14,17,6124.514640881634,17,14
600,4800,5399.9,4230.128270440442,20,20,10,18,4230.128270440442,20,12
600,5400,5999.9,5977.578322367472,20,20,17,18,5977.578322367472,18,17
600,6000,6599.9,4411.135224754999,20,20,4,16,4411.135224754999,20,4
600,6600,7199.9,5879.820598935092,20,20,11,18,5879.820598935092,18,11
600,7200,7799.9,6040.257217461575,20,20,9,17,6040.257217461575,18,9
600,7800,8399.9,4911.225946252644,20,20,18,19,4911.225946252644,23,21
600,8400,8999.9,5845.776092832266,20,20,16,17,5845.776092832266,17,16
600,9000,9599.9,5995.76444803165,20,20,17,18,5995.76444803165,18,17
600,9600,10199.9,6027.499967927527,20,20,6,19,6027.499967927527,19,6
600,10200,10799.9,5890.551051967455,20,20,16,20,5890.551051967455,20,16
600,10800,11399.9,6020.813450532243,20,20,8,19,6020.813450532243,19,8
600,11400,11999.9,5943.892903830714,20,20,0,18,5943.892903830714,18,0
600,12000,12599.9,6009.749241517437,20,20,18,19,6009.749241517437,20,19
600,12600,13199.9,6134.810371977694,20,20,6,19,6134.810371977694,20,6
600,13200,13799.9,5930.160988008161,20,20,17,19,5930.160988008161,20,18
600,13800,14399.9,5953.119534999247,20,20,0,19,5953.119534999247,19,0
600,14400,14999.9,4311.801410038805,20,20,2,17,4311.801410038805,22,4
600,15000,15599.9,2664.89297826135,20,20,5,15,2664.89297826135,27,9
600,15600,16199.9,2825.9441666160424,20,20,9,15,2825.9441666160424,18,10
600,16200,16799.9,2619.758549559915,20,20,5,13,2619.758549559915,21,9
600,16800,17399.9,2760.1649355716045,20,20,11,13,2760.1649355716045,20,16
600,17400,17999.9,5927.084906735577,20,20,4,18,5927.084906735577,18,4
600,18000,18599.9,5970.102636635902,20,20,0,18,5970.102636635902,18,0
600,18600,19199.9,6163.360032172792,20,20,12,19,6163.360032172792,19,12
600,19200,19799.9,4202.5404125492005,20,20,8,17,4202.5404125492005,20,10
600,19800,20399.9,5887.061456687617,20,20,19,20,5887.061456687617,20,19
600,20400,20999.9,5935.408342928405,20,20,5,18,5935.408342928405,18,5
600,21000,21599.9,4771.5591306607075,20,20,17,17,4771.5591306607075,20,20
600,21600,22199.9,6029.862150004353,20,20,0,19,6029.862150004353,19,0
600,22200,22799.9,4857.459890779565,20,20,3,17,4857.459890779565,18,3
600,22800,23399.9,5405.907236524744,20,20,3,18,5405.907236524744,19,3
600,23400,23999.9,5986.565545759035,20,20,14,17,5986.565545759035,17,14
600,24000,24599.9,5877.335688184205,20,20,7,18,5877.335688184205,20,8
600,24600,25199.9,5979.637282688158,20,20,10,17,5979.637282688158,18,10
600,25200,25799.9,5626.043172842183,20,20,4,18,5626.043172842183,21,4
600,25800,26399.9,5690.238573665227,20,20,9,18,5690.238573665227,20,10
600,26400,26999.9,5579.944763121306,20,20,15,18,5579.944763121306,19,15
600,27000,27599.9,3198.693016883604,20,20,7,17,3198.693016883604,25,12
600,27600,28199.9,6002.012212732371,20,20,7,18,6002.012212732371,18,7
600,28200,28799.9,5876.190964021346,20,20,10,18,5876.190964021346,18,10
600,28800,29399.9,5909.035590636473,20,20,2,19,5909.035590636473,19,2
600,29400,29999.9,5685.2877794318465,20,20,14,19,5685.2877794318465,19,14
600,30000,30599.9,5734.407150486391,20,20,0,18,5734.407150486391,18,0
600,30600,31199.9,5877.6498012591155,20,20,5,19,5877.6498012591155,20,5
600,31200,31799.9,4517.179015865253,20,20,8,19,4517.179015865253,25,11
600,31800,32399.9,3878.8582272634076,20,20,11,16,3878.8582272634076,22,16
600,32400,32999.9,5955.028567364612,20,20,9,17,5955.028567364612,17,9
600,33000,33599.9,5965.272286406865,20,20,11,16,5965.272286406865,17,11
600,33600,34199.9,5962.549199220258,20,20,4,19,5962.549199220258,20,4
600,34200,34799.9,5661.86302790409,20,20,11,20,5661.86302790409,23,12
600,34800,35399.9,5914.954143380005,20,20,3,18,5914.954143380005,18,3
600,35400,35999.9,5638.198953065221,20,20,11,16,5638.198953065221,18,13
1200,0,1199.9,10804.381891685585,20,20,4,9,10804.381891685585,9,4
1200,1200,2399.9,7111.832506049455,20,20,8,10,7111.832506049455,11,8
1200,2400,3599.9,10827.366765735622,20,20,5,17,10827.366765735622,17,5
1200,4800,5999.9,10207.706592807905,20,20,15,19,10207.706592807905,19,15
1200,3600,4799.9,10427.199420249406,20,20,19,19,10427.199420249406,19,19
1200,6000,7199.9,10290.955823690074,20,20,0,19,10290.955823690074,20,0
1200,7200,8399.9,10951.483163714203,20,20,17,20,10951.483163714203,20,17
1200,8400,9599.9,11841.540540863885,20,20,7,18,11841.540540863885,18,7
1200,9600,10799.9,11918.051019894952,20,20,8,18,11918.051019894952,18,8
1200,10800,11999.9,11964.706354362925,20,20,5,19,11964.706354362925,21,5
1200,12000,13199.9,12144.559613495123,20,20,5,19,12144.559613495123,20,5
1200,13200,14399.9,11883.280523007385,20,20,16,19,11883.280523007385,19,16
1200,14400,15599.9,6976.694388300153,20,20,7,17,6976.694388300153,23,10
1200,15600,16799.9,5445.702716175951,20,20,8,15,5445.702716175951,20,13
1200,16800,17999.9,8687.249842307177,20,20,7,18,8687.249842307177,18,7
1200,18000,19199.9,12133.46266880868,20,20,11,19,12133.46266880868,19,11
1200,19200,20399.9,10089.601869236805,20,20,12,18,10089.601869236805,18,12
1200,20400,21599.9,10706.9674735891,20,20,10,19,10706.9674735891,19,10
1200,21600,22799.9,10887.322040783893,20,20,16,17,10887.322040783893,17,16
1200,22800,23999.9,11392.472782283763,20,20,10,19,11392.472782283763,20,11
1200,24000,25199.9,11856.97297087237,20,20,8,18,11856.97297087237,19,9
1200,25200,26399.9,11316.28174650738,20,20,17,18,11316.28174650738,18,17
1200,26400,27599.9,8778.63778000491,20,20,2,17,8778.63778000491,21,3
1200,27600,28799.9,11878.203176753701,20,20,17,17,11878.203176753701,17,17
1200,28800,29999.9,11594.323370068316,20,20,13,19,11594.323370068316,19,13
1200,30000,31199.9,11612.05695174549,20,20,12,19,11612.05695174549,19,12
1200,31200,32399.9,8396.037243128656,20,20,1,20,8396.037243128656,26,2
1200,32400,33599.9,11920.300853771456,20,20,0,17,11920.300853771456,17,0
1200,33600,34799.9,11624.412227124329,20,20,16,19,11624.412227124329,20,17
1200,34800,35999.9,11553.153096445214,20,20,9,19,11553.153096445214,19,9
1800,0,1799.9,12863.852248311647,20,20,5,9,12863.852248311647,9,5
1800,1800,3599.9,15879.72891515897,20,20,9,10,15879.72891515897,10,9
1800,5400,7199.9,16268.53414605755,20,20,4,16,16268.53414605755,17,4
1800,7200,8999.9,16797.259256546466,20,20,15,20,16797.259256546466,21,16
1800,3600,5399.9,14657.327690689828,20,20,17,18,14657.327690689828,22,21
1800,9000,10799.9,17913.81546792658,20,20,19,19,17913.81546792658,19,19
1800,10800,12599.9,17974.455595880332,20,20,6,18,17974.455595880332,19,6
1800,12600,14399.9,18018.090894985056,20,20,15,19,18018.090894985056,20,16
1800,14400,16199.9,9802.638554916179,20,20,12,16,9802.638554916179,22,17
1800,16200,17999.9,11307.008391867083,20,20,14,16,11307.008391867083,18,16
1800,18000,19799.9,16336.003081357858,20,20,14,18,16336.003081357858,18,14
1800,19800,21599.9,16594.028930276687,20,20,18,19,16594.028930276687,20,19
1800,21600,23399.9,16293.22927730862,20,20,2,18,16293.22927730862,18,2
1800,23400,25199.9,17843.538516631357,20,20,11,19,17843.538516631357,19,11
1800,25200,26999.9,16896.22650962868,20,20,2,19,16896.22650962868,19,2
1800,27000,28799.9,15076.896193637276,20,20,3,17,15076.896193637276,19,3
1800,28800,30599.9,17328.730520554673,20,20,6,19,17328.730520554673,19,6
1800,30600,32399.9,14273.68704438773,20,20,4,19,14273.68704438773,20,5
1800,32400,34199.9,17882.85005299169,20,20,6,19,17882.85005299169,19,6
1800,34200,35999.9,17215.016124349306,20,20,8,19,17215.016124349306,19,8
2400,0,2399.9,17916.214397735035,20,20,6,10,17916.214397735035,10,6
2400,4800,7199.9,20498.662416498013,20,20,5,15,20498.662416498013,17,7
2400,2400,4799.9,21254.566185985033,20,20,8,12,21254.566185985033,12,8
2400,7200,9599.9,22793.02370457808,20,20,4,19,22793.02370457808,19,4
2400,9600,11999.9,23882.75737425792,20,20,7,19,23882.75737425792,20,7
2400,12000,14399.9,24027.84013650253,20,20,18,18,24027.84013650253,19,19
2400,14400,16799.9,12422.397104476087,20,20,9,17,12422.397104476087,28,15
2400,16800,19199.9,20820.71251111586,20,20,2,16,20820.71251111586,16,2
2400,19200,21599.9,20796.569342825896,20,20,1,19,20796.569342825896,20,1
2400,21600,23999.9,22279.79482306767,20,20,10,18,22279.79482306767,18,10
2400,24000,26399.9,23173.254717379765,20,20,0,18,23173.254717379765,18,0
2400,26400,28799.9,20656.840956758566,20,20,9,17,20656.840956758566,19,10
2400,28800,31199.9,23206.380321813816,20,20,12,17,23206.380321813816,17,12
2400,31200,33599.9,20316.33809690008,20,20,16,20,20316.33809690008,24,19
2400,33600,35999.9,23177.565323569568,20,20,14,19,23177.565323569568,19,14
3000,0,2999.9,23684.24573083016,20,20,9,10,23684.24573083016,10,9
3000,3000,5999.9,25694.24144569787,20,20,7,12,25694.24144569787,12,7
3000,6000,8999.9,27088.215080236532,20,20,3,13,27088.215080236532,14,3
3000,9000,11999.9,29878.5218222896,20,20,8,19,29878.5218222896,19,8
3000,12000,14999.9,28339.641546541367,20,20,1,19,28339.641546541367,22,1
3000,15000,17999.9,16797.84553674447,20,20,14,17,16797.84553674447,25,21
3000,18000,20999.9,28158.472880973917,20,20,14,18,28158.472880973917,18,14
3000,21000,23999.9,27051.353953728445,20,20,15,18,27051.353953728445,19,15
3000,24000,26999.9,28753.199480501084,20,20,14,19,28753.199480501084,19,14
