Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
600,0,599.9,5685.3444516037,20,20,5,9,5685.3444516037,9,5
600,2400,2999.9,9477.710674447186,20,20,1,9,9477.710674447186,9,1
600,3000,3599.9,10047.886558248187,20,20,8,9,10047.886558248187,9,8
600,3600,4199.9,9595.318583894294,20,20,6,10,9595.318583894294,10,6
600,4200,4799.9,10667.886240763994,20,20,9,9,10667.886240763994,9,9
600,4800,5399.9,9794.870717556523,20,20,5,8,9794.870717556523,8,5
600,5400,5999.9,11669.647138007269,20,20,7,10,11669.647138007269,10,7
600,6000,6599.9,9978.998992618055,20,20,3,9,9978.998992618055,9,3
600,6600,7199.9,11159.568652527127,20,20,10,12,11159.568652527127,12,10
600,7200,7799.9,10275.122895335484,20,20,8,8,10275.122895335484,8,8
600,7800,8399.9,10824.76576594568,20,20,4,12,10824.76576594568,12,4
600,8400,8999.9,9847.633948960536,20,20,6,7,9847.633948960536,7,6
600,9000,9599.9,12115.265134537773,20,20,4,11,12115.265134537773,11,4
600,9600,10199.9,11198.954363789511,20,20,2,8,11198.954363789511,8,2
600,10200,10799.9,12364.164069845643,20,20,11,11,12364.164069845643,11,11
600,10800,11399.9,11279.10722785924,20,20,8,8,11279.10722785924,8,8
600,11400,11999.9,12447.972491196651,20,20,0,11,12447.972491196651,11,0
600,12000,12599.9,11317.973973149028,20,20,1,8,11317.973973149028,8,1
600,600,1199.9,5679.191915524969,20,20,3,6,5679.191915524969,7,4
600,1200,1799.9,5492.7552853319075,20,20,2,10,5492.7552853319075,10,2
600,1800,2399.9,7796.801566188374,20,20,1,10,7796.801566188374,10,1
600,12600,13199.9,12660.049843984707,20,20,8,11,12660.049843984707,11,8
600,13200,13799.9,11351.20041165602,20,20,5,8,11351.20041165602,8,5
600,13800,14399.9,12491.378159262556,20,20,1,11,12491.378159262556,11,1
600,15000,15599.9,7705.872586122909,20,20,1,8,7705.872586122909,8,1
