Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
600,0,599.9,5685.3444516037,20,20,0,9,5685.3444516037,9,0
600,2400,2999.9,5768.031333095096,20,20,11,11,5768.031333095096,11,11
600,600,1199.9,5119.0374400818955,20,20,11,11,5119.0374400818955,11,11
600,3000,3599.9,5059.3354326405315,20,20,0,12,5059.3354326405315,12,0
600,4200,4799.9,6124.514640881634,20,20,0,9,6124.514640881634,9,0
600,3600,4199.9,4302.684779367785,20,20,8,8,4302.684779367785,8,8
600,4800,5399.9,4230.128270440442,20,20,10,10,4230.128270440442,10,10
600,1200,1799.9,2059.4703566260864,20,20,8,8,2059.4703566260864,11,11
600,5400,5999.9,5977.578322367472,20,20,0,12,5977.578322367472,12,0
600,6000,6599.9,4411.135224754999,20,20,10,10,4411.135224754999,10,10
600,7200,7799.9,6040.257217461575,20,20,8,8,6040.257217461575,8,8
600,7800,8399.9,4911.225946252644,20,20,10,10,4911.225946252644,10,10
600,8400,8999.9,5845.776092832266,20,20,0,9,5845.776092832266,9,0
600,9000,9599.9,5995.76444803165,20,20,0,9,5995.76444803165,9,0
600,6600,7199.9,5879.820598935092,20,20,11,11,5879.820598935092,11,11
600,9600,10199.9,6027.499967927527,20,20,11,11,6027.499967927527,11,11
600,10200,10799.9,5890.551051967455,20,20,10,10,5890.551051967455,10,10
600,10800,11399.9,6020.813450532243,20,20,6,6,6020.813450532243,6,6
600,12000,12599.9,6009.749241517437,20,20,0,12,6009.749241517437,12,0
600,11400,11999.9,5943.892903830714,20,20,0,9,5943.892903830714,9,0
600,13200,13799.9,5930.160988008161,20,20,10,10,5930.160988008161,10,10
600,13800,14399.9,5953.119534999247,20,20,11,11,5953.119534999247,11,11
600,14400,14999.9,4311.801410038805,20,20,0,12,4311.801410038805,12,0
600,15000,15599.9,2664.89297826135,20,20,3,10,2664.89297826135,13,6
600,15600,16199.9,2825.9441666160424,20,20,0,10,2825.9441666160424,12,0
600,16200,16799.9,2619.758549559915,20,20,10,10,2619.758549559915,14,14
600,16800,17399.9,2760.1649355716045,20,20,0,10,2760.1649355716045,12,0
600,17400,17999.9,5927.084906735577,20,20,0,12,5927.084906735577,12,0
600,1800,2399.9,5052.362149423374,20,20,10,10,5052.362149423374,10,10
600,18000,18599.9,5970.102636635902,20,20,8,8,5970.102636635902,8,8
600,12600,13199.9,6134.810371977694,20,20,10,10,6134.810371977694,10,10
600,19200,19799.9,4202.5404125492005,20,20,8,8,4202.5404125492005,8,8
600,18600,19199.9,6163.360032172792,20,20,11,11,6163.360032172792,11,11
600,19800,20399.9,5887.061456687617,20,20,0,9,5887.061456687617,9,0
600,21000,21599.9,4771.5591306607075,20,20,10,10,4771.5591306607075,10,10
600,21600,22199.9,6029.862150004353,20,20,0,12,6029.862150004353,12,0
600,22200,22799.9,4857.459890779565,20,20,14,14,4857.459890779565,14,14
600,22800,23399.9,5405.907236524744,20,20,11,11,5405.907236524744,11,11
600,20400,20999.9,5935.408342928405,20,20,10,10,5935.408342928405,10,10
600,23400,23999.9,5986.565545759035,20,20,10,10,5986.565545759035,10,10
600,24000,24599.9,5877.335688184205,20,20,10,10,5877.335688184205,10,10
600,24600,25199.9,5979.637282688158,20,20,11,11,5979.637282688158,11,11
600,26400,26999.9,5579.944763121306,20,20,11,11,5579.944763121306,11,11
600,25800,26399.9,5690.238573665227,20,20,10,10,5690.238573665227,10,10
600,25200,25799.9,5626.043172842183,20,20,10,10,5626.043172842183,10,10
600,27000,27599.9,3198.693016883604,20,20,10,10,3198.693016883604,10,10
600,27600,28199.9,6002.012212732371,20,20,10,10,6002.012212732371,10,10
600,28800,29399.9,5909.035590636473,20,20,10,10,5909.035590636473,10,10
600,28200,28799.9,5876.190964021346,20,20,11,11,5876.190964021346,11,11
600,29400,29999.9,5685.2877794318465,20,20,11,11,5685.2877794318465,11,11
600,30000,30599.9,5734.407150486391,20,20,10,10,5734.407150486391,10,10
600,30600,31199.9,5877.6498012591155,20,20,10,10,5877.6498012591155,10,10
600,31200,31799.9,4517.179015865253,20,20,11,11,4517.179015865253,11,11
600,31800,32399.9,3878.8582272634076,20,20,0,12,3878.8582272634076,12,0
600,32400,32999.9,5955.028567364612,20,20,0,9,5955.028567364612,9,0
600,33000,33599.9,5965.272286406865,20,20,11,11,5965.272286406865,11,11
600,33600,34199.9,5962.549199220258,20,20,0,9,5962.549199220258,9,0
600,34200,34799.9,5661.86302790409,20,20,0,9,5661.86302790409,9,0
600,34800,35399.9,5914.954143380005,20,20,10,10,5914.954143380005,10,10
600,35400,35999.9,5638.198953065221,20,20,0,9,5638.198953065221,9,0
1200,0,1199.9,10804.381891685585,20,20,0,9,10804.381891685585,9,0
1200,1200,2399.9,7111.832506049455,20,20,10,10,7111.832506049455,10,10
1200,2400,3599.9,10827.366765735622,20,20,10,10,10827.366765735622,10,10
1200,3600,4799.9,10427.199420249406,20,20,0,9,10427.199420249406,9,0
1200,4800,5999.9,10207.706592807905,20,20,10,10,10207.706592807905,10,10
1200,6000,7199.9,10290.955823690074,20,20,10,10,10290.955823690074,10,10
1200,7200,8399.9,10951.483163714203,20,20,11,11,10951.483163714203,11,11
1200,8400,9599.9,11841.540540863885,20,20,0,12,11841.540540863885,12,0
1200,9600,10799.9,11918.051019894952,20,20,10,10,11918.051019894952,10,10
1200,10800,11999.9,11964.706354362925,20,20,8,8,11964.706354362925,8,8
1200,12000,13199.9,12144.559613495123,20,20,8,8,12144.559613495123,8,8
1200,13200,14399.9,11883.280523007385,20,20,10,10,11883.280523007385,10,10
1200,14400,15599.9,6976.694388300153,20,20,8,8,6976.694388300153,8,8
1200,15600,16799.9,5445.702716175951,20,20,0,10,5445.702716175951,12,0
1200,16800,17999.9,8687.249842307177,20,20,10,10,8687.249842307177,10,10
1200,18000,19199.9,12133.46266880868,20,20,10,10,12133.46266880868,10,10
1200,19200,20399.9,10089.601869236805,20,20,11,11,10089.601869236805,11,11
1200,20400,21599.9,10706.9674735891,20,20,0,12,10706.9674735891,12,0
1200,21600,22799.9,10887.322040783893,20,20,0,9,10887.322040783893,9,0
1200,22800,23999.9,11392.472782283763,20,20,11,11,11392.472782283763,11,11
1200,24000,25199.9,11856.97297087237,20,20,10,10,11856.97297087237,10,10
1200,25200,26399.9,11316.28174650738,20,20,10,10,11316.28174650738,10,10
1200,26400,27599.9,8778.63778000491,20,20,8,8,8778.63778000491,8,8
1200,27600,28799.9,11878.203176753701,20,20,0,9,11878.203176753701,9,0
1200,28800,29999.9,11594.323370068316,20,20,8,8,11594.323370068316,8,8
1200,30000,31199.9,11612.05695174549,20,20,0,9,11612.05695174549,9,0
1200,31200,32399.9,8396.037243128656,20,20,0,13,8396.037243128656,13,0
1200,32400,33599.9,11920.300853771456,20,20,0,9,11920.300853771456,9,0
1200,33600,34799.9,11624.412227124329,20,20,0,9,11624.412227124329,9,0
1200,34800,35999.9,11553.153096445214,20,20,8,8,11553.153096445214,8,8
1800,0,1799.9,12863.852248311647,20,20,0,9,12863.852248311647,9,0
1800,1800,3599.9,15879.72891515897,20,20,10,10,15879.72891515897,10,10
1800,3600,5399.9,14657.327690689828,20,20,11,11,14657.327690689828,11,11
