Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,25000,20,20,0,18,25000,18,0
3600,3600,7199.9,25000,20,20,7,20,25000,20,7
3600,7200,10799.9,25000,20,20,7,20,25000,20,7
3600,10800,14399.9,25000,20,20,18,20,25000,20,18
3600,14400,17999.9,25000,20,20,1,5,25000,5,1
3600,18000,21599.9,25000,20,20,18,20,25000,20,18
3600,21600,25199.9,25000,20,20,5,20,25000,20,5
3600,25200,28799.9,25000,20,20,19,20,25000,20,19
3600,28800,32399.9,25000,20,20,5,20,25000,20,5
3600,32400,35999.9,25000,20,20,16,20,25000,20,16
