Timeslot,Begin,End,Distance,Total node,Node per round,Node filter by PoD,Node paticipate POD,Distance average,Total coin,Coin earning
3600,0,3599.9,30000,20,20,0,8,30000,8,0
3600,3600,7199.9,30000,20,20,4,12,30000,12,4
3600,7200,10799.9,30000,20,20,7,20,30000,20,7
3600,10800,14399.9,30000,20,20,18,20,30000,20,18
3600,14400,17999.9,30000,20,20,0,2,30000,2,0
3600,18000,21599.9,30000,20,20,17,19,30000,19,17
3600,21600,25199.9,30000,20,20,5,20,30000,20,5
3600,25200,28799.9,30000,20,20,13,14,30000,14,13
3600,28800,32399.9,30000,20,20,4,17,30000,17,4
3600,32400,35999.9,30000,20,20,16,20,30000,20,16
